exprid,Time_chopin,NC_chopin,MM_chopin
1,21.4732543,-114.52636311413079,0.422831918150105
2,19.7966786,-114.42639204002138,0.4195375042944166
3,15.988734000000001,-114.87317665752136,0.403717740602338
4,16.1433811,-115.00513464196113,0.42600092548204316
5,16.867975,-113.77178120319334,0.4137004508611818
6,16.1275905,-114.70743305317224,0.42026066179280597
7,16.546566,-114.36024235014222,0.4254263005950644
8,17.125971,-114.34075436472267,0.42622845464236636
9,16.2549356,-114.2660610093676,0.40279145684171463
10,16.8881563,-115.49483336205242,0.42333205923629913
11,16.225331699999998,-115.08420918000434,0.4408110565311034
12,16.458143800000002,-114.69050040187524,0.4036992714371964
13,16.681505,-114.33526229818587,0.41908953444355757
14,16.5903654,-114.89096704722216,0.4184652350101923
15,16.5037992,-114.99244189809436,0.42045246970048517
16,16.920994699999998,-114.62413993561026,0.43130367065092456
17,17.0586519,-115.15966111871764,0.44309025280549
18,16.578359900000002,-115.40614759995705,0.44522052134396184
19,17.4759448,-113.73622126087096,0.3964699233410204
20,17.195219700000003,-114.7945146615794,0.41765063767391397
21,20.6766022,-114.06659297344581,0.4351759279266791
22,19.905572,-113.40564466200843,0.4161111985290169
23,16.6407894,-114.24580898885715,0.4200555887990883
24,16.3541452,-114.13928517548538,0.4100474679290529
25,17.041697199999998,-113.68433468678785,0.41615348810010855
26,17.0226058,-114.77419765310668,0.42587992137417474
27,17.4135542,-114.07271140185122,0.4232117698644821
28,16.5318128,-114.78035211102949,0.4112118530087052
29,16.4190249,-114.04882994159428,0.4144650270392616
30,16.3778382,-113.84275465359664,0.4210397221769395
31,15.722282,-114.34808682736393,0.4074290739778924
32,16.372696100000002,-114.76554909918144,0.42258696153715103
33,16.2736821,-113.70440845997153,0.4236455186522311
34,17.5122071,-115.3638006193673,0.42146845416733114
35,15.990369699999999,-113.95582155973773,0.43083952991085733
36,16.6087115,-114.8751138239322,0.4323986803055141
37,17.042112200000002,-113.93968893015105,0.4133202426957791
38,16.2727086,-113.15766710220426,0.42934746077958397
39,16.6497703,-114.17838621913987,0.4227993256582598
40,16.6222009,-113.92670798985091,0.4296799762882695
41,22.006386300000003,-113.750404068282,0.4345252953824896
42,20.369924400000002,-114.42970100059763,0.39874402262071074
43,16.6086031,-114.79833426135227,0.42371061029384516
44,16.364858599999998,-114.79401683346956,0.4298546659779391
45,16.085038899999997,-115.0551327489844,0.42993822001447707
46,16.252433,-114.30004917413993,0.41675599330280144
47,16.697854399999997,-114.6415469129122,0.4118743028998325
48,17.1467984,-115.2935222147103,0.4246680205229288
49,16.6270348,-114.15877871954201,0.4229980025468479
50,16.187812100000002,-114.07831129569855,0.42258319455675863
51,16.9721449,-114.83429052104468,0.42878454556378587
52,16.0395845,-114.88440789338036,0.4379223556286219
53,16.367382,-113.78982645252546,0.41407661284611086
54,16.708629000000002,-114.79552943627243,0.42627510665471213
55,16.9976247,-116.1055518373175,0.404058567115006
56,17.3039034,-113.45088464962436,0.4073529436532204
57,17.781101,-115.11007435422927,0.42571920418703935
58,16.864705899999997,-114.28663234935193,0.40385156245206566
59,16.6595617,-114.6924511686794,0.4188087769884484
60,16.8415569,-113.67744212308868,0.4194125845008397
61,20.772011300000003,-114.98969878768,0.416744187486622
62,20.5324974,-115.41210802855798,0.417386666254315
63,16.0513767,-114.41890276974334,0.4308477065683127
64,16.3591438,-114.2641223700737,0.4263017297820049
65,16.684851600000002,-114.84241121741707,0.4299556077130256
66,16.714834,-114.59099588300387,0.41996514485155984
67,17.2989185,-115.17687642526163,0.4511023540786232
68,16.0285097,-114.19870281020663,0.4183048223914111
69,16.6753433,-114.63293023500881,0.4167826766736753
70,16.2946314,-114.69083924162132,0.42532671615002304
71,17.009901399999997,-114.6409810536126,0.42033557387440934
72,15.579502499999998,-114.59720855685268,0.41919487074319767
73,16.265823599999997,-115.10885334120228,0.42414604697688
74,16.7692516,-114.18510989952611,0.40661998553624323
75,16.4727933,-115.14320293883661,0.4124236093529701
76,16.898114,-114.29337917483981,0.42393750665968755
77,16.958733199999998,-113.70214723011576,0.4080865326793881
78,17.174610899999998,-113.51711786833192,0.44151834815614655
79,17.4546999,-114.08293987928332,0.4291876028724792
80,17.292769399999997,-114.61285701648241,0.4176441361079173
81,20.9286144,-114.28323201903073,0.4139936676823537
82,19.8152809,-114.4408047711708,0.41408144362164634
83,16.030927000000002,-113.95783794354375,0.42120883568285283
84,16.823228,-115.09216965683308,0.42754935513133846
85,16.9281439,-114.92776470565231,0.4145114419424042
86,16.366064899999998,-114.53096096792144,0.4150503127887828
87,16.8238312,-114.27176591675706,0.4054127802234002
88,17.1164007,-114.3226349651252,0.40014203550733435
89,16.7799664,-115.10286513061624,0.4099421029030187
90,16.1560386,-114.19654013275375,0.39710025637500357
91,16.8565589,-115.79255860755815,0.4013135745674722
92,16.2224226,-114.94930683489922,0.4200762292590561
93,16.3946611,-114.68183870921466,0.40716598054234754
94,16.1688631,-113.60072281227056,0.41111195721224153
95,16.597364300000002,-114.515226155434,0.43322830080629904
96,17.2563777,-114.14341412127382,0.42869056124239147
97,17.1633494,-114.56258331374629,0.4135020335429962
98,17.2203321,-114.42153982708952,0.42562857111107316
99,16.912446000000003,-114.81126768308721,0.4238668183536652
100,16.8806959,-113.47203166041899,0.41240615975804085
