exprid,N10000M50eps10alpha50_Time,N10000M50eps10alpha50_NC,N10000M50eps10alpha50_MM,N10000M50eps10alpha70_Time,N10000M50eps10alpha70_NC,N10000M50eps10alpha70_MM,N10000M50eps10alpha90_Time,N10000M50eps10alpha90_NC,N10000M50eps10alpha90_MM,N10000M50eps15alpha50_Time,N10000M50eps15alpha50_NC,N10000M50eps15alpha50_MM,N10000M50eps15alpha70_Time,N10000M50eps15alpha70_NC,N10000M50eps15alpha70_MM,N10000M50eps15alpha90_Time,N10000M50eps15alpha90_NC,N10000M50eps15alpha90_MM,N10000M50eps20alpha50_Time,N10000M50eps20alpha50_NC,N10000M50eps20alpha50_MM,N10000M50eps20alpha70_Time,N10000M50eps20alpha70_NC,N10000M50eps20alpha70_MM,N10000M50eps20alpha90_Time,N10000M50eps20alpha90_NC,N10000M50eps20alpha90_MM,N10000M100eps10alpha50_Time,N10000M100eps10alpha50_NC,N10000M100eps10alpha50_MM,N10000M100eps10alpha70_Time,N10000M100eps10alpha70_NC,N10000M100eps10alpha70_MM,N10000M100eps10alpha90_Time,N10000M100eps10alpha90_NC,N10000M100eps10alpha90_MM,N10000M100eps15alpha50_Time,N10000M100eps15alpha50_NC,N10000M100eps15alpha50_MM,N10000M100eps15alpha70_Time,N10000M100eps15alpha70_NC,N10000M100eps15alpha70_MM,N10000M100eps15alpha90_Time,N10000M100eps15alpha90_NC,N10000M100eps15alpha90_MM,N10000M100eps20alpha50_Time,N10000M100eps20alpha50_NC,N10000M100eps20alpha50_MM,N10000M100eps20alpha70_Time,N10000M100eps20alpha70_NC,N10000M100eps20alpha70_MM,N10000M100eps20alpha90_Time,N10000M100eps20alpha90_NC,N10000M100eps20alpha90_MM,N10000M200eps10alpha50_Time,N10000M200eps10alpha50_NC,N10000M200eps10alpha50_MM,N10000M200eps10alpha70_Time,N10000M200eps10alpha70_NC,N10000M200eps10alpha70_MM,N10000M200eps10alpha90_Time,N10000M200eps10alpha90_NC,N10000M200eps10alpha90_MM,N10000M200eps15alpha50_Time,N10000M200eps15alpha50_NC,N10000M200eps15alpha50_MM,N10000M200eps15alpha70_Time,N10000M200eps15alpha70_NC,N10000M200eps15alpha70_MM,N10000M200eps15alpha90_Time,N10000M200eps15alpha90_NC,N10000M200eps15alpha90_MM,N10000M200eps20alpha50_Time,N10000M200eps20alpha50_NC,N10000M200eps20alpha50_MM,N10000M200eps20alpha70_Time,N10000M200eps20alpha70_NC,N10000M200eps20alpha70_MM,N10000M200eps20alpha90_Time,N10000M200eps20alpha90_NC,N10000M200eps20alpha90_MM,N10000M500eps10alpha50_Time,N10000M500eps10alpha50_NC,N10000M500eps10alpha50_MM,N10000M500eps10alpha70_Time,N10000M500eps10alpha70_NC,N10000M500eps10alpha70_MM,N10000M500eps10alpha90_Time,N10000M500eps10alpha90_NC,N10000M500eps10alpha90_MM,N10000M500eps15alpha50_Time,N10000M500eps15alpha50_NC,N10000M500eps15alpha50_MM,N10000M500eps15alpha70_Time,N10000M500eps15alpha70_NC,N10000M500eps15alpha70_MM,N10000M500eps15alpha90_Time,N10000M500eps15alpha90_NC,N10000M500eps15alpha90_MM,N10000M500eps20alpha50_Time,N10000M500eps20alpha50_NC,N10000M500eps20alpha50_MM,N10000M500eps20alpha70_Time,N10000M500eps20alpha70_NC,N10000M500eps20alpha70_MM,N10000M500eps20alpha90_Time,N10000M500eps20alpha90_NC,N10000M500eps20alpha90_MM
50,8.236199664,-126.1752522858191,0.4607853785832685,11.946784209,-125.193879407353,0.45425248971756715,29.272612829000003,-125.17805035799786,0.44889007175029816,7.2792353379999994,-124.5752533514392,0.4519834577438683,11.443804625999999,-125.51884708853355,0.4522634124946806,29.072887454000004,-125.82279269634952,0.45090545296003154,8.536647746,-125.10617453836889,0.44704177726444727,12.041168625,-125.91545700258291,0.4432156597195759,25.624123378,-126.05487044855998,0.45403651283815316,7.689354753,-125.94938248144695,0.45662499387256483,11.656713837000002,-126.08942038451232,0.45610043096638164,25.085840242,-125.45119313332503,0.4449641613650075,7.483989591,-124.56884382107462,0.44662413201337975,12.261681298000001,-126.48706110446295,0.44972982604893846,27.342106747,-125.6085715631963,0.4505839350545774,8.692547961999999,-125.7084504804244,0.4518524836078345,11.847352454,-126.06687290814712,0.450925677906739,29.146508587000003,-125.09571933033892,0.44789331140423666,7.954980501,-126.28896636598454,0.4414200698418448,10.947067042999999,-126.60540981223659,0.4547560134657598,25.047107117,-125.6129161812159,0.44696611343500825,7.5855299149999995,-124.9968536112494,0.44838066161751416,12.690481376,-125.40651523112228,0.4519968157523931,25.58678688,-125.7835537133337,0.4430002801810632,8.232004749,-125.72326249352582,0.449851592992775,12.575935338,-125.54036009379257,0.45275050919879534,29.747361388,-125.73687360059714,0.4551397993744404,8.15037809,-140.93046508549043,0.42478815850785046,12.196977953,-133.5890166187311,0.3939929045829125,24.86337634,-127.34126287921352,0.44913203373026245,8.484549127,-128.2096409787244,0.42182867125255563,12.177293036,-127.51368504664431,0.4259426489714656,26.448435548,-125.66519309069042,0.4616938401449451,8.634597506,-127.27258350102248,0.4261615086457547,12.748831832999999,-127.34088727929775,0.4406438017134539,28.583165374000004,-125.71167986405293,0.45209338390430304
51,8.111480212,-125.10799882529751,0.4544942362179095,11.093914332,-127.20548185542455,0.44565502790559636,26.483605702,-125.37039527726051,0.44923686852095346,8.112711376,-124.54511554775317,0.4465126742186767,11.477577460000001,-125.90923069422509,0.4471508870620878,28.473393634000004,-125.51678210328771,0.45382677186177633,8.232270586,-124.95703075826812,0.4555704143099694,12.245217208,-125.63322497865235,0.4445231438082371,27.784919470000002,-125.8231552758797,0.4501285153365366,7.6321181739999995,-125.34217085966453,0.4453067806264477,11.916314219,-125.70787913467045,0.4466209826215176,24.815057788,-125.1262977086955,0.4427543830928121,7.553345055,-125.17584324963401,0.44890418595226056,12.111120869,-125.11207702087123,0.4532621201795546,26.256488044,-126.02537450469,0.4521395571427316,8.545034295999999,-124.97665022091296,0.45035454830108046,12.258626544,-124.74228111083113,0.44831274869160564,29.855559205000002,-125.58160279142994,0.45636981749127414,7.807741052,-125.63010309445562,0.4498169129513464,10.898367499,-126.29914926079189,0.441719303032595,25.432359216000002,-125.46270492212929,0.43469132864070825,7.2299803780000005,-127.55417303414572,0.4518713159728981,11.682315256,-125.89066784867389,0.44645739252439837,25.749945747,-125.40475519573523,0.45483153562966083,8.869000002,-125.12045021203365,0.45212619673142074,12.544355051,-126.06821065768236,0.4507494428716564,26.046558357000002,-125.67145814765092,0.4531682866297303,8.136382206999999,-132.7130279680355,0.4434717781358285,12.062811926999998,-130.6626582010094,0.41562705806247435,27.292226284,-127.09833037341436,0.453586019990767,8.222237954,-129.88423223528,0.42337930977848853,12.286616709,-126.26739129326876,0.44302367164590506,25.786538369,-125.16232741118222,0.4454968534968994,8.586237745,-125.63354189206285,0.44405378893170483,12.176294964,-125.51058634542663,0.4444244913180654,27.606459923,-125.30959888366112,0.4473973373739659
52,8.185970004,-126.34073560681017,0.44633809252207396,11.722493621,-126.22035583940246,0.4508046680203355,24.77097592,-125.40093966314194,0.4536910085169864,7.1961230050000005,-126.32974317068471,0.4517890940825228,11.98403755,-126.11016773484565,0.4488430741755257,28.167087009,-125.94848255348124,0.4492115207453695,7.934293124,-125.21007003508237,0.4549010357602802,11.572403046,-125.65151220119112,0.4581836648895284,27.230387163,-125.4693044361866,0.4530343473373683,7.373520462,-126.0572626280456,0.4455483896775653,11.562355999,-125.62324994675645,0.4495252006236457,25.867077335999998,-125.54189804063311,0.45353445604205034,7.626561748,-126.56047773955986,0.4520291344229007,12.129444869999999,-125.5921108451305,0.4555995935761358,26.352451711,-125.63186814325684,0.4478711049427682,8.211015172,-126.40233326486064,0.450283338032647,12.581149333,-125.29205270632386,0.4508893521042535,26.325525748,-125.3573643029682,0.45349841561746285,7.5901489699999996,-127.17492127413875,0.44478956283249116,10.936289258,-125.29362666209015,0.4572759735338634,26.980985526999998,-125.21001979312254,0.4476782849637306,7.796012239000001,-125.86197681624614,0.45185261394504517,12.512039209000001,-124.4288567333956,0.4508920262833303,26.826288372999997,-125.21967115655332,0.45260758409667257,8.48533683,-125.62836146207471,0.45578296018446396,12.095005467,-125.97405885015945,0.4513949025730295,28.972921077,-125.34219455083542,0.44927526051814914,8.198795081,-138.4588083812014,0.4221733765712848,12.446626134999999,-128.8819823835443,0.43384926220198344,25.709742964,-130.7105078291832,0.44365697205946225,7.971226875000001,-129.06254348408467,0.45456608355376366,11.613439174,-127.5817710964524,0.4495337532220638,25.532332174,-125.77447592023096,0.45012530781470544,7.937919035,-126.076594512404,0.45643935540859315,12.991055830999999,-124.92281381004912,0.44320212990777513,37.620042659999996,-125.62907060919012,0.45811406176830083
53,8.394698489,-125.19579426666392,0.4449177842549013,12.326275540000001,-126.22716386032266,0.45337340062451076,25.537937789,-124.89164654234494,0.44938340156429896,7.951226128,-126.89723461653796,0.4487379289945523,12.704346163,-125.69801259524931,0.44577787859064477,26.420610157,-125.34216978480703,0.44839182311887826,8.490214448,-126.3964695716513,0.4462101112288634,11.728891291,-126.14945588885068,0.4485646471368517,26.804392708,-125.93520185956181,0.4523607334791392,7.5231222540000005,-126.90578974373375,0.4483651243448747,12.542701529,-125.04071598985331,0.44752387065607224,24.90155159,-125.78950503441165,0.45613110571900517,7.578843045000001,-126.54050919469167,0.44332794024503497,11.852444881,-126.32565040741508,0.45013841748784,26.542444912999997,-126.04877794083659,0.4491891594016691,7.858033225,-125.69484056027083,0.45740023702492616,12.419038162000001,-125.97585838309249,0.44669494642158997,27.223653327999997,-125.52547687922784,0.4507642803384151,7.562722459,-126.04659682795116,0.4648244096848094,11.13265392,-125.4040467825456,0.44138935889883674,26.397607663,-125.84343907779873,0.4489800318470778,8.219322579,-126.3299467761866,0.44366442977118475,12.715151119,-125.92766806179192,0.44941531373755805,25.681485135,-125.72721606521858,0.44756426278032446,7.7584969169999995,-124.98446737178367,0.44644368056933725,12.706220081,-124.8657511700043,0.4435188831177257,27.481397119,-125.1663236709562,0.44805123401908686,7.731767914,-139.78662981853722,0.4036116041462921,12.213925785,-133.4967469343915,0.4240843377501956,25.416617172,-125.7210996702742,0.43435388089297666,7.8656865719999995,-130.82043707494518,0.4432740290280147,11.796876081,-130.17367843175603,0.44130822311114803,25.819234332,-125.98334495866428,0.4507369297232201,8.515139755,-127.74697585220181,0.4400144874160223,12.980472126,-126.10225223571744,0.449602840981448,28.424769293999997,-124.96838380586489,0.45421113940501084
54,8.256928468,-125.83177090105467,0.4520271289192152,12.35435683,-125.3762539182218,0.4511242614602951,25.362533675999998,-125.74047191931815,0.44657130161656,7.302863331,-124.97728043038474,0.44892343363816034,12.36701096,-125.80917024472159,0.45291879622254505,26.247014376000003,-126.2647698517899,0.45176030685710955,8.811148796,-126.73493854830862,0.4524473179377023,12.25086346,-125.68406288045375,0.45220355119479083,26.621961746,-124.5607756494953,0.4511047320275119,7.286928547,-124.43628459138148,0.44454251346818163,11.961265551,-124.83525428302165,0.4575721074247537,25.596194423,-125.51696475030533,0.4475364532245496,8.034650547999998,-124.63450421759315,0.4451075358326694,11.809207082,-125.76590542510218,0.4527503605922689,25.448811118000002,-125.48035818818241,0.44670637842311406,8.398559546,-125.26484556208617,0.4453400541464291,11.740410753,-125.07021155898418,0.4517515007351733,26.901266258,-125.91187490890682,0.4495549670694674,7.606319426000001,-125.84406549682788,0.45581776955823405,10.865141074999999,-125.05360031207691,0.44267220617110187,26.365628873,-125.22832382492103,0.45634016098056157,8.121463248,-126.19583082143772,0.44639813591571914,12.321239336,-125.65297700530519,0.4526764339948498,27.445516202999997,-125.63426189385227,0.4507178997323728,7.494418037000001,-125.73840114563342,0.44895836413313495,12.266482330999999,-125.428707934492,0.44984429757878713,26.250814317,-125.61495358683274,0.45452900248895783,8.471129499,-140.0912594682673,0.37439568274605706,12.544690956,-133.0231868428967,0.40107022988411867,25.629869317,-128.02205087976674,0.40872871264361005,8.639682122,-126.66182177476526,0.4360284359474772,12.536421121,-128.03198994633328,0.4452819547000144,25.955112408999998,-126.70202000775083,0.44254336429498936,8.860905874,-125.55229778207718,0.46032568842861676,12.777768287,-127.88861684164118,0.4502853610207431,29.829085332,-125.8242662690148,0.4554524789717533
55,8.073054882000001,-125.72489136726432,0.4477635943857032,11.54134013,-125.91152706273068,0.4410218164957657,25.102713795,-125.29077463784557,0.44583900583222774,8.145339833,-127.10812851001332,0.45161296967677944,11.947172049,-126.78724875290185,0.45238922307929086,26.502128661,-126.38883885390143,0.4490153698662225,8.372752,-125.995767257851,0.4512272687014365,11.60328279,-125.59754065945206,0.45154068961165555,26.861319217000002,-125.20287502811988,0.44736468883068103,7.189077546,-125.7553136914437,0.44239854141076485,11.595043627999999,-125.26533883286523,0.44354975382482265,25.49725399,-125.26929059452466,0.45015469601335667,7.6045782939999995,-126.04124996733175,0.4436387856664107,10.91999274,-125.77838117899654,0.4537924796498318,26.417183846,-125.66848480189454,0.4461675243640467,8.193065498000001,-126.68709948620477,0.45068034731989365,11.009322209999999,-125.50953633310064,0.44737206313805455,28.510469494999995,-125.30681078342951,0.45225792739201354,7.139495672,-127.40657181357942,0.44948042708290786,11.270854876,-126.98346160983888,0.44938721022810924,29.875310577,-126.0578614009955,0.4463906350493461,8.093029164999999,-124.61468676371234,0.44176799660670124,11.711904537,-125.31018071909105,0.44838808700700034,26.358972408,-125.38313289707766,0.4465395284013051,8.240600625,-126.00819558396375,0.45112726776049483,12.139805545000002,-125.54545228421004,0.4469568195798294,31.005767052999996,-125.39831841809391,0.44986846499987754,8.431396714,-138.7308360088781,0.4934950475883939,11.458811991000001,-137.99767412495808,0.4148669816906816,25.564744742000002,-126.6008795035525,0.43977470981515243,8.019770879,-130.8305889705281,0.4343517293084135,11.143778285,-129.35901811409826,0.439652095519202,28.338632668,-125.39814928029779,0.44844923177260665,8.488145673,-126.80422216863671,0.4489678748743978,11.564809293000001,-125.68005400795094,0.4419188062653436,34.007905081000004,-125.42362736929613,0.45258074577382723
56,7.896379169,-127.19082601767047,0.44756766493400896,11.455131494,-126.45169039356601,0.45251658526653293,26.953014658,-126.03720873925407,0.4515734181820307,8.099361540999999,-126.25543166615431,0.45245689598070143,11.233241833000001,-124.88309354537354,0.4532536570982046,26.190398833,-125.20890480865957,0.44921280635198213,8.068628996,-124.2880818247928,0.45197334457626304,12.101822912,-125.34018399200919,0.43602939102057847,26.375515792999998,-125.99704965187392,0.44202774449316967,7.607174337,-124.9140258286849,0.44662183265288224,11.255872832,-124.87402349076847,0.45167427114464836,25.151473126000003,-125.06274285911802,0.4545681141766374,7.252447667,-125.03231960176886,0.4462004992963571,10.912258386,-124.64406486783614,0.4508865574817789,25.914909256999998,-125.89875006846364,0.4509481434899334,7.882663531,-125.02830218020057,0.44419292624595025,12.115466873999999,-125.77212958479086,0.4412483180665785,26.554133929,-125.65575723557973,0.4484370051256503,7.439795661,-127.22645742571643,0.4370791335757548,11.089062838,-125.28338266067114,0.44496326878693615,31.345588092,-125.66402026219747,0.4565446250147988,7.978032755,-126.30801364744543,0.45345018485054134,11.727305867,-125.20376830947433,0.44642698665227243,25.723510464,-125.27827974878853,0.4454481057169988,8.057408333,-125.3072515484721,0.44492043131955455,12.755482548,-125.57690991789353,0.457503383851647,27.980504083,-125.65908287927788,0.45228659798157156,8.234353703,-135.81902526846673,0.40860856012769425,11.262499827,-139.7769641715326,0.4637494288836103,25.457609131999998,-124.97552078934996,0.45487626942022985,7.930372491,-131.12415854594104,0.4383408496886441,11.971393037,-128.15113812353925,0.4386477035203912,25.615594329,-126.07304203620504,0.4421425985186232,8.884290211,-126.10152824872024,0.43921790002909394,12.83366537,-123.9590575653919,0.44728738793391903,27.90355654,-125.51794748351034,0.4511546080156157
57,7.302099078,-125.42839736125666,0.44792459041396515,11.935807666,-126.22615234268903,0.4496151344512823,27.172242033,-124.80868692640648,0.4470752365233878,8.176060704,-125.49394620067189,0.44412318445432997,11.451170516,-126.76137879144208,0.45317198709167894,26.583293662000003,-125.47915635702043,0.4534171636917611,8.172090535999999,-125.96986733224932,0.4442802402876893,11.961058879,-125.39441442754239,0.45308858477528285,25.986969715,-125.79319903324958,0.45687036782741064,7.146194128,-126.11229738877567,0.44255442321240224,11.564084205,-126.07039419906647,0.4455620352307441,24.767478709000002,-125.4918293858074,0.44942300506135463,7.544214255000001,-125.39889684841077,0.4498532610082727,11.959993418,-125.758588448254,0.45296741835677484,27.490815212999998,-124.87576515815023,0.44930115715265156,8.270860506,-125.63215278939683,0.4501064608685921,12.840915874999999,-125.11911822672991,0.44962999104002555,27.143886292,-125.80900040201244,0.4495462505041835,7.4209782109999995,-125.91673357539973,0.4456284214794213,11.006533743,-125.34350561355667,0.4493875590366353,28.506373718999996,-126.22628579092691,0.4475168468664926,7.879254208000001,-126.44980517468281,0.4488534652062278,12.192167242,-125.66493869286172,0.44418067284380514,28.566707783,-125.09210262170814,0.4489755705065045,7.73220829,-125.17079883296556,0.4567656455281255,12.335975379,-125.1694531828766,0.4548299331172234,27.475595374999997,-125.40111207719704,0.4527598483016056,8.175945047999999,-129.49283362491428,0.3889184310821494,11.542783331,-132.7865045924717,0.426666493022431,26.243536382,-132.94428316992898,0.4182150113330182,8.266320249,-129.2661395064219,0.4221944148425705,12.067375587,-128.8306048384596,0.4391692197764716,28.957369460000002,-126.99583642480465,0.45162480367843094,8.685726384,-127.2903175466964,0.45206848104205194,12.957463328,-125.875022787857,0.45040046616798923,27.536042584,-125.7647565161873,0.44177799078475694
58,8.520200717,-126.27714274780318,0.4538607695615362,11.929962383,-125.74289116987224,0.4402709943455828,25.804482545,-125.41476118352477,0.4425900132795467,8.48148546,-124.84826570416377,0.4510954864261482,11.254452291,-126.23720141087153,0.45000934318246194,26.375837157,-125.9772299105725,0.45028771359025244,8.017529506,-126.60401449866107,0.45348291887633885,12.151400292999998,-126.60001062001723,0.4503461237632903,27.161951332999998,-124.89183633835562,0.4511524142172142,7.502760663000001,-126.60346435385014,0.4532834423007287,12.387595708,-126.24004613607639,0.4496210197903786,25.817308125,-124.9852864096035,0.4535311345628152,7.890232666999999,-125.21842291830345,0.44593941347751875,12.505882837,-124.84147679069366,0.4493841579198543,26.968183329,-125.74773086032313,0.45339473548373077,8.438725045,-125.46274471492136,0.4485083142769357,12.125982045,-124.36076658871531,0.4494281683173506,27.919759076,-125.43273643558315,0.4470440554255558,7.386571626,-126.0971645325766,0.4317348330253289,10.862496165,-126.69790147705254,0.45880607644115107,25.906500301,-125.80809200476328,0.45214145920526877,8.424354042,-125.89727185308526,0.4484096973854258,11.892032336,-126.03245827959775,0.4423250167713664,26.581131583,-125.68216714979283,0.44684391319452493,8.289995666,-125.73382919737571,0.44480610793496256,11.795884664,-125.73637086369632,0.44570651182928595,27.246582994,-125.29852352200135,0.4499546454320643,7.948475342,-136.4052788652855,0.4159035159653297,12.425769168,-131.77865341477923,0.4215444107925669,25.743974166,-128.30143815073814,0.44010261080174806,8.130768954999999,-128.67457699025198,0.43927955019012,12.592149338,-128.2370557659996,0.4471279246547034,25.715961838,-125.8921456877935,0.4450758060859865,8.892572960999999,-129.25440159921135,0.43355609492073144,12.943746832,-125.1215153559558,0.4424155607953859,27.550642868,-125.49771795374186,0.4510270126566778
59,7.981100413,-125.28711056264825,0.44645034338502415,11.338824244000001,-123.84773960366414,0.45093130029697814,25.630861488,-125.51881178338884,0.4488738867087625,7.810509745,-127.2865761054229,0.45154854946301554,11.677401612,-125.64285542809051,0.45923566465142956,26.538465004,-124.93489868175917,0.4475425610285718,7.97230088,-126.72108058823699,0.45321614564011165,11.470295627999999,-124.27528338067917,0.44461787171829403,26.328926915,-125.04418411468065,0.45348277870786724,7.566232326,-125.84151302774468,0.45113627107521376,11.867097751,-125.59913972585107,0.4519195159518486,25.404238085,-125.268874023532,0.4507605559988559,7.76785404,-124.6512923973433,0.4509536461472017,11.696998924999999,-125.9236748229007,0.4498965315994841,25.569745422,-125.20176761455538,0.45227732715763336,8.375916824,-126.27466854841683,0.4472932849973037,11.411995242,-125.62666782308459,0.4523448770973262,26.644695751,-125.57188623086876,0.4510319549635087,7.372288864,-126.85605310419683,0.45331744201065427,10.982317795999998,-126.10967230448482,0.45023686057932244,26.982913244000002,-125.46236137747417,0.44436258303917464,8.013690503,-126.11323749147101,0.4558204413427797,11.416758627,-125.11253324828448,0.445450070703238,29.440456342000004,-125.23767040368,0.4491612512866384,7.773975878,-125.4507455225531,0.45325067310485945,11.232870829,-125.1879699254143,0.4422047664606295,27.149401503,-125.19017543604863,0.4521433393061145,8.181329005,-140.5277511474837,0.4079736019704795,12.276073289000001,-129.66287653061767,0.4132348531803448,25.76778712,-132.27700034313517,0.41313033124729404,7.590725421,-127.87221172104361,0.44375200109787616,12.673161075000001,-127.05708039783283,0.46065259325568175,27.21355921,-125.34812720262897,0.453637309571005,8.465044459,-125.87410512653277,0.4382664643957479,12.561325129,-126.48147976500415,0.44570976007183427,28.360925716,-125.87941676050472,0.4491646463033141
60,7.3194793339999995,-125.40871781392715,0.4542417360756038,11.083851173,-124.88507097074485,0.44742393251920687,24.769992094,-125.6399410751732,0.4494711083373213,7.733819459999999,-125.82487343234907,0.4513844275815091,11.822739342999999,-125.0367778424946,0.4497865404831808,26.582929459,-125.47101344861096,0.4472290151445226,7.546035115999999,-126.43393566064059,0.44217338267356,11.70182642,-124.94512803995963,0.45106227977014224,31.105928828000003,-126.37822088651126,0.4473935694359972,7.212762789,-126.69230567325809,0.4552933687238934,11.157561958,-125.90847572248633,0.44463215998650013,24.828051824,-125.15877914901019,0.44895928394362217,7.546197044,-126.13301285730661,0.45271271471706725,11.579609966000001,-125.65591201622006,0.45171055737711496,24.866093455999998,-125.5345348970439,0.45307625748263297,7.726346170999999,-125.80779206526735,0.44976935556411296,11.848596339,-125.77043877540422,0.4515331823993897,26.032730696,-125.51765322058051,0.44405005420697075,7.495042009,-126.4221007861239,0.4298240338140553,11.646347213,-126.28344525722464,0.4485634698168276,25.034848083,-125.59166803308418,0.45377483406894686,8.238477988,-126.42677123995807,0.44970870751067626,11.085651576,-125.71254776988539,0.4532502955520856,28.820969407999996,-125.17219691378526,0.4466254070443522,7.492672698,-125.15129376176768,0.4538362355204715,11.123344087,-125.46727016913255,0.44954065722730985,32.197291797,-125.62860140179536,0.4508502267807478,7.581414377000001,-135.33676622885358,0.45139637727407156,10.857289375,-136.52315111187553,0.4307400505034953,24.969090220000002,-128.92943929649434,0.42940016983721685,7.745949495,-130.91070628014157,0.4220506111188792,11.914873669,-127.65529725277646,0.44236907103082085,29.89617587,-126.96147084874065,0.4462170462526797,8.217580037000001,-126.58586824454723,0.4595337397615815,12.539872874999999,-126.72785966098385,0.45106820805395587,27.497585617000002,-125.86361567588304,0.44952898289104315
61,10.101851104,-125.89544421978886,0.4509316710803897,13.507130332,-125.76283011909871,0.44515610348176515,22.761929371,-125.63051013294628,0.4492928352141551,10.274046,-126.21141234708386,0.45345444414338815,12.791395317,-125.76864953703829,0.44504267730419655,23.53591663,-125.00937979450961,0.4460717846951589,10.38147045,-125.82830417816362,0.45607057570214876,12.919955168,-124.83070130948526,0.45019889967423843,24.7552283,-125.70428193926794,0.4504080578518628,10.242206822,-125.15373622529371,0.4539488933102933,13.391280917,-125.38759888636663,0.4490390937217422,23.591223707,-124.84713676338251,0.447023353991046,9.765418215,-126.46131163310925,0.4472809279994228,13.690976958,-126.2903213519623,0.45076893838287657,23.706501272,-125.61550736800015,0.4490365408831972,9.960991557,-124.8467581360364,0.4504811278669938,13.543351679,-125.66754106437672,0.4505306479506558,24.42797346,-125.72922001388858,0.4495115895422862,9.646489418000002,-128.279798266451,0.43750071217803177,13.517822452999999,-126.63981172062009,0.44364958811730804,22.451489123,-124.36867844402413,0.44489624737195377,10.495191006999999,-125.57817962840755,0.4431733972736085,12.998670034,-126.7304216473114,0.4516140648746366,24.650880689,-125.48799134701014,0.44174053637627636,9.89410346,-125.39121305198877,0.45461436531741484,13.972750742,-124.97966378050471,0.4542498148254782,24.691707607,-124.97577991508538,0.449427055366172,10.430924326,-140.839586140485,0.3816955205274297,13.153629205000001,-134.05005999467392,0.4500154783614988,22.841449008,-129.88624501510247,0.42736058152923795,10.334502995,-131.28916824190827,0.4278101847450636,13.824985284999999,-129.0317275137109,0.43976162667803476,24.815472545,-124.97555754522746,0.43050821412201024,10.485196312000001,-127.90687842310193,0.4319954264564314,13.730344124999998,-127.01303051409249,0.4673980839329446,26.078876143000002,-125.67115751707368,0.4456815195779705
62,7.803687749999999,-124.95918725723513,0.4370525014447879,12.557049527,-125.32618167494778,0.45552839300857606,23.223776759,-125.98252555461137,0.4510568413481953,8.285123745,-124.55527625458107,0.4466207980325744,11.354404414,-126.31509210008713,0.44484915038750383,24.59841117,-125.47514880322402,0.4477929498211043,7.676492369,-125.36408425793083,0.44352084900714633,10.880173129,-125.76744463724526,0.44729527741834,25.380174498000002,-126.40406363103246,0.4472506905407362,8.181624539,-126.63423783327562,0.4561356877847773,11.51030712,-125.75407383505463,0.4522587227803087,23.885907320999998,-125.31490704635905,0.4492328047903398,7.558406786,-124.95023208545841,0.45370210799224575,10.840015498000001,-124.88375931188001,0.45054669801136504,24.700818122,-125.07631000974446,0.4527126847359876,8.482743746999999,-126.4560109850144,0.44656300533252746,11.861199295,-125.48585763550508,0.44966002042098574,24.646243333,-125.50996115620197,0.44931638465372103,7.132569371000001,-128.05950437267595,0.4520180368562155,11.223750705999999,-125.5207977947263,0.4421202939763714,22.714765370000002,-125.23213804412362,0.44688930016398243,8.669970868,-125.65534757549429,0.45526052239975934,11.268594613,-126.16372769347592,0.4555776805571907,23.915538626,-125.21943406067221,0.4452334967147754,7.891627411999999,-125.91534620976569,0.44434548419499453,12.011616996,-125.63671567517967,0.4471123359210468,25.321800375,-125.7836424543609,0.4457555934589378,8.002346209,-137.11043277658695,0.38296999448571634,10.891179373,-130.1617584138112,0.4603236910623861,23.983396421,-130.50382184492858,0.4286124391987822,8.406577828000001,-133.24359686724722,0.43829848606778854,11.959855036,-128.1010466564942,0.43027929866944015,24.401242468,-125.94377265158302,0.4495917122694406,8.670748129,-128.27501923951536,0.4490667929958785,11.746437668,-125.58862878761855,0.45187900690419014,25.618140206,-125.31595727238445,0.4470616818341048
