exprid,N10000M50eps10alpha50_Time,N10000M50eps10alpha50_NC,N10000M50eps10alpha50_MM,N10000M50eps10alpha70_Time,N10000M50eps10alpha70_NC,N10000M50eps10alpha70_MM,N10000M50eps10alpha90_Time,N10000M50eps10alpha90_NC,N10000M50eps10alpha90_MM,N10000M50eps15alpha50_Time,N10000M50eps15alpha50_NC,N10000M50eps15alpha50_MM,N10000M50eps15alpha70_Time,N10000M50eps15alpha70_NC,N10000M50eps15alpha70_MM,N10000M50eps15alpha90_Time,N10000M50eps15alpha90_NC,N10000M50eps15alpha90_MM,N10000M50eps20alpha50_Time,N10000M50eps20alpha50_NC,N10000M50eps20alpha50_MM,N10000M50eps20alpha70_Time,N10000M50eps20alpha70_NC,N10000M50eps20alpha70_MM,N10000M50eps20alpha90_Time,N10000M50eps20alpha90_NC,N10000M50eps20alpha90_MM,N10000M100eps10alpha50_Time,N10000M100eps10alpha50_NC,N10000M100eps10alpha50_MM,N10000M100eps10alpha70_Time,N10000M100eps10alpha70_NC,N10000M100eps10alpha70_MM,N10000M100eps10alpha90_Time,N10000M100eps10alpha90_NC,N10000M100eps10alpha90_MM,N10000M100eps15alpha50_Time,N10000M100eps15alpha50_NC,N10000M100eps15alpha50_MM,N10000M100eps15alpha70_Time,N10000M100eps15alpha70_NC,N10000M100eps15alpha70_MM,N10000M100eps15alpha90_Time,N10000M100eps15alpha90_NC,N10000M100eps15alpha90_MM,N10000M100eps20alpha50_Time,N10000M100eps20alpha50_NC,N10000M100eps20alpha50_MM,N10000M100eps20alpha70_Time,N10000M100eps20alpha70_NC,N10000M100eps20alpha70_MM,N10000M100eps20alpha90_Time,N10000M100eps20alpha90_NC,N10000M100eps20alpha90_MM,N10000M200eps10alpha50_Time,N10000M200eps10alpha50_NC,N10000M200eps10alpha50_MM,N10000M200eps10alpha70_Time,N10000M200eps10alpha70_NC,N10000M200eps10alpha70_MM,N10000M200eps10alpha90_Time,N10000M200eps10alpha90_NC,N10000M200eps10alpha90_MM,N10000M200eps15alpha50_Time,N10000M200eps15alpha50_NC,N10000M200eps15alpha50_MM,N10000M200eps15alpha70_Time,N10000M200eps15alpha70_NC,N10000M200eps15alpha70_MM,N10000M200eps15alpha90_Time,N10000M200eps15alpha90_NC,N10000M200eps15alpha90_MM,N10000M200eps20alpha50_Time,N10000M200eps20alpha50_NC,N10000M200eps20alpha50_MM,N10000M200eps20alpha70_Time,N10000M200eps20alpha70_NC,N10000M200eps20alpha70_MM,N10000M200eps20alpha90_Time,N10000M200eps20alpha90_NC,N10000M200eps20alpha90_MM,N10000M500eps10alpha50_Time,N10000M500eps10alpha50_NC,N10000M500eps10alpha50_MM,N10000M500eps10alpha70_Time,N10000M500eps10alpha70_NC,N10000M500eps10alpha70_MM,N10000M500eps10alpha90_Time,N10000M500eps10alpha90_NC,N10000M500eps10alpha90_MM,N10000M500eps15alpha50_Time,N10000M500eps15alpha50_NC,N10000M500eps15alpha50_MM,N10000M500eps15alpha70_Time,N10000M500eps15alpha70_NC,N10000M500eps15alpha70_MM,N10000M500eps15alpha90_Time,N10000M500eps15alpha90_NC,N10000M500eps15alpha90_MM,N10000M500eps20alpha50_Time,N10000M500eps20alpha50_NC,N10000M500eps20alpha50_MM,N10000M500eps20alpha70_Time,N10000M500eps20alpha70_NC,N10000M500eps20alpha70_MM,N10000M500eps20alpha90_Time,N10000M500eps20alpha90_NC,N10000M500eps20alpha90_MM
25,7.538472001,-125.98046412479793,0.4508337614579598,11.282725374999998,-125.55836191470299,0.45083218386036045,25.095552832,-124.50430428919528,0.4432617455355432,7.690186216000001,-125.07303718232937,0.4511062353677714,11.944974916,-125.25288359459414,0.4502461475655139,27.302584160000002,-125.08251777697195,0.44310055357632844,7.446386539000001,-124.7872187499594,0.4544007282824455,12.562590802,-125.02093716582371,0.44169233091146853,28.87116187,-125.42690625544277,0.45394295710729976,8.287834035,-124.81462898394571,0.4547812362745729,12.220431914999999,-125.59662248411101,0.4508194604004937,24.836839241,-126.02740644556317,0.4508717445994519,7.706627832,-125.15098813971241,0.4467993850818608,11.961266077000001,-125.39920187968394,0.44855090727353525,26.036530669,-125.38728044031653,0.4517087141002242,7.958325542000001,-126.1534087672536,0.4453218925648427,11.816783912,-125.88057109878778,0.4545804292454124,26.095980708000003,-125.62016080157987,0.4486887157969581,7.585414825000001,-129.3229250032347,0.45817939186935863,10.804517789,-126.22386856936214,0.44804210600904937,25.669365367,-126.16477342828263,0.45235341242894805,8.537197875,-126.44103025861362,0.4560213331901979,11.558381296999999,-125.97601798618888,0.44978381628995323,27.216211126999998,-125.935840547714,0.44085766544466765,8.830099417000001,-125.63676495604491,0.4394760311940335,11.938637708,-125.87045362267318,0.45124627642222315,27.527568496,-124.83624795323459,0.4469588023331056,7.7433935840000006,-137.72272884429862,0.41086572732146276,12.155250203,-130.96516327871564,0.4420610202978185,25.748183704,-130.22727638022457,0.43601667439658814,7.797730962999999,-129.88519881189535,0.4245025237251624,12.078682457,-127.5244815454227,0.4505313304682607,25.256482027,-127.25944167264691,0.4365243143693099,8.79952937,-127.04885637645903,0.46039986113718,12.970281207,-125.26643058187864,0.4467628178492883,26.863264587,-125.94531163642576,0.4514365042129535
26,7.7532692899999995,-124.72842990580395,0.4482601080881127,11.614042131,-126.10606917549634,0.44050834637969244,28.598736179000003,-125.76390405205291,0.4505597522130199,8.419831425000002,-125.52222155009706,0.4515910964589128,11.741227132,-125.49990651020339,0.4467501243444954,26.814702454000003,-125.04376437045521,0.44942881254743033,8.344507203000001,-125.20394723627426,0.45330431728121584,11.489306716,-126.1617628352153,0.4487174226392644,26.867096655,-125.87624239040328,0.45254410655967836,7.917497794000001,-125.53980514224126,0.4541539891035273,11.441014544,-125.00921546994705,0.4465589515084166,27.255228333999998,-125.03962292240277,0.45320843661952936,7.589504089,-126.85644558552842,0.45905870058291426,11.647399876,-125.26289567516544,0.44729310895263197,26.074020881,-125.88317212672433,0.4540915605995303,8.275841089,-125.39551557448071,0.44569633179143536,11.74079697,-125.66801464493874,0.45094379143174956,26.727128964000002,-125.26958066319277,0.44740538805125674,7.528296966,-123.94336054301753,0.44417179610476987,10.619793297,-126.31299001601458,0.44350419886372944,25.778842417,-126.08462946748018,0.44674665135968095,7.865806827,-125.53450856302976,0.45553005970528027,11.048427827,-126.57358254997935,0.44846416338584116,26.12338638,-125.83804208405533,0.44523170367916515,8.063953835,-125.31065981357604,0.440696809179225,11.202360257,-125.9822674803399,0.4490622547951022,29.237294909,-125.17155168047769,0.45001270012554856,7.773241036000001,-142.69826745092013,0.35573684083959073,11.974462295999999,-130.4156982891489,0.429398426502994,25.176296921,-127.25427131070495,0.46133182359740943,8.356087088,-129.35538107573637,0.4325409277100768,12.103959045,-123.50763740436199,0.49945259798571506,26.842229583,-126.21658042832551,0.4499580192857678,8.834784498,-127.19395534427376,0.4539686293756132,11.539392744,-126.85081804908951,0.44081817046206084,29.732505418,-125.17991562913134,0.4559469783458613
27,7.832449385,-126.11152353988389,0.44602396147559586,12.363063508,-124.57752145265975,0.4496079617552495,27.474154416,-125.66677425908955,0.44929399894080785,8.595034666,-127.75189100381148,0.4519755661544964,11.503443871,-125.49654573368963,0.4442969759504757,29.232727345,-126.90855672897237,0.44795361433609465,8.653008374,-125.36630862755828,0.4473737930879179,11.460457587,-125.0232109397536,0.45085762418541475,28.291388747,-125.43389664042621,0.4481662543433338,7.869610332000001,-125.42642806001257,0.4414813002510539,11.336036963,-124.42262766105422,0.4477208603666126,25.281510834,-125.29553643623542,0.44951001396540835,7.914884128999999,-124.65276426250858,0.448180879981395,12.075501792,-126.78069216710396,0.4519005198894635,25.388786879999998,-125.00597018960227,0.4484503879671306,8.389906419999999,-126.8027199548892,0.45387823397254967,11.671305036,-125.83165605634767,0.4520529827278508,27.812755122,-125.9017668805068,0.4518232111572717,7.584505579000001,-125.02436423649881,0.4504944766085176,11.290800499,-124.37498246355864,0.451381009179435,25.875940748999998,-125.46434179010657,0.44968614482934566,8.004108164,-124.18935257363975,0.453418262803985,11.424399377999999,-125.22488613328734,0.4441846755920716,28.480141878,-125.42412264024806,0.45236414919023604,8.303081664999999,-125.50933379605863,0.4503337559111041,11.839164452,-125.31485549074706,0.45485447851979177,26.183711417999998,-125.5373779579855,0.44854305627576474,7.272717792000001,-140.2789778189449,0.43755361037638696,11.83708172,-135.1369148705323,0.4232736016321832,25.697141914,-125.32037710261936,0.427928062181252,7.590883668,-131.054455118959,0.4324681747071,12.115641625,-128.4186109600801,0.44552919650184875,25.05310178,-127.20898024576705,0.4311776342836727,8.909970003,-127.04959334595351,0.4496507113841186,12.585251923,-126.1384028835337,0.4501564361967554,27.440862384,-124.99594896286288,0.4430292786379434
28,8.286715324,-126.92069628245773,0.43845911022215467,11.469285666,-124.97794196474467,0.46096197722012267,26.315227615999998,-126.4558506655429,0.449727302578335,8.222316005,-126.89945787709321,0.45439847534769784,11.261475089000001,-125.19028871265076,0.44683715756082454,28.88814158,-126.25417775638799,0.4500024716936492,8.166746001,-126.6643646384719,0.4544403708030258,12.178393046,-126.34926766465327,0.45294612399825407,27.303103912,-126.03833047795351,0.44865030652491944,8.387961999,-125.87895749139223,0.4586007533422531,11.91927451,-124.63929508540654,0.4527122900466377,26.06112316,-125.13640255500454,0.4409121246344174,7.689080872,-126.61535702779598,0.44364837788319667,11.835531582,-124.72850774799315,0.44891469451612476,27.024933997999998,-125.61442988295033,0.44259954445661503,8.281111826,-124.77876974372712,0.45103588639210634,12.012617115000001,-125.8291089310009,0.4474769230324659,26.336100625,-125.55504924756228,0.4512695728031037,7.412701999000001,-126.72785867666039,0.4502451539635228,11.21021245,-126.72026445549338,0.4437693564478399,25.712542282,-125.0251177286167,0.44264549039512424,7.960706502000001,-125.93668572393375,0.4493091325978398,12.594426671999999,-125.63172870084847,0.44661559626614145,25.246699838999998,-125.22161226686288,0.45345385904065694,8.360578995000001,-125.73013232411057,0.44848988318582494,12.791573959,-125.22252284554668,0.45205003436815794,29.586457948,-125.14749009267854,0.4525053098597076,8.099771289000001,-139.82488969356206,0.4065042265336509,12.037541543,-137.3027005602988,0.44094063530136907,24.532600162999998,-121.972092273724,0.45368760457407736,7.7219064600000005,-131.42245188026973,0.4231363437522047,11.969975554,-126.73531232185715,0.4559696418954353,26.221864177,-124.95661942115704,0.43943641758727214,8.655439624000001,-128.5194077441525,0.4590591909835439,12.941350501,-126.43656645697867,0.4579812016633452,26.775316833999998,-127.07280933047248,0.4456189506134247
29,7.984690259,-125.38620858774381,0.44839767890220417,11.614137705,-127.0265336442047,0.4522076842837209,26.449530416,-125.0429401066704,0.45824406953442076,7.809825623000001,-125.04078695277691,0.44274346611965687,11.453840206999999,-124.98512911246442,0.44960773905062207,27.218177002,-125.65795212960498,0.45191809874002387,8.444146924,-127.34918731478469,0.4574249195668035,12.129260252,-126.0099572423092,0.44381246983072814,25.765439706,-125.56084840461301,0.4495983002454326,7.74441412,-125.08394893737615,0.44514999557150237,12.429103659999999,-126.2961327945281,0.4499892629580654,25.6766162,-125.22244351485199,0.4527670620366123,7.1877301199999994,-127.11714875230099,0.45631698355556194,12.035695084,-124.88787596067053,0.45420785632650224,25.114187539,-125.20102281684653,0.4482184420978173,8.346189878,-125.3852586093285,0.449061547539215,11.649947049,-125.82555366724324,0.45673697350297765,26.310117162999997,-124.85912257662595,0.4505272143893818,7.248120955,-127.34328762506797,0.4411805395533873,11.014529790000001,-126.87361318104777,0.4455044058997679,25.894143796,-125.95128249514204,0.4494802093688241,8.094911385,-125.3487719161091,0.4570366137504869,12.877478944,-124.8378168082927,0.45216093631311216,26.435316377,-124.83250205767244,0.4487253164710347,8.537741074000001,-125.02067135685157,0.4520519360880345,12.637031591000001,-125.926424989431,0.4488130465345154,26.942851869000002,-125.64123957653314,0.4450773018573917,8.480267744,-139.37720025955664,0.414531450371193,12.168073384,-130.60785522581037,0.42040385796990215,26.137771877,-127.08698336729657,0.44427710840690005,7.710188587999999,-130.68790459090621,0.416358654091899,11.240008332,-128.39275927815078,0.43485603964662856,25.853988160999997,-125.50943574861222,0.46597132813919373,8.784838376,-125.73657886884986,0.44914850035677806,12.309638456,-126.47136817787325,0.44937190514521475,28.045207623,-125.49776808702883,0.4474025302113217
30,8.178016956,-126.96605997614611,0.4541259765754997,11.383206175000002,-125.02835379915366,0.4543582146076999,27.585204875000002,-125.02702288337147,0.4507931460969301,8.338221462,-124.80459211717435,0.45131843733538174,12.15959241,-125.83508348010993,0.4431114238612131,28.527017488000002,-126.5552823461106,0.44716134442344535,8.522474707999999,-125.04769542807206,0.4469568509602032,11.577997414,-126.77033650053674,0.44948994021741734,26.055252577,-125.3876729613339,0.44723813626770914,8.225103493999999,-125.84911306973585,0.44781342285502235,11.857626754,-125.03389114972468,0.43876305765897916,25.207958752,-124.88197058639821,0.45412088177870136,7.606482370999999,-126.05023655614333,0.4448636364829548,11.732820966,-125.7339655016024,0.45470894893615127,26.486914382,-125.52879509507285,0.45205571636588665,8.308362502000001,-125.5101773843639,0.44590026491805734,11.955881674999999,-125.48264416929905,0.4469296075123498,28.144044375,-125.11257739863849,0.4525263305739443,7.722672245000001,-127.56227927480187,0.4497348346177413,11.208277249,-125.81531261819315,0.44562406839593527,25.528269452,-125.73822754559343,0.4405594838174847,7.393871334,-125.1207920302204,0.44991496885343807,12.148939915,-125.27757478008428,0.4481395573709104,25.212737296,-125.33825500958258,0.4467839902815294,8.606280246,-126.12372882512008,0.44787374811247216,12.694919118,-125.64598917843088,0.4497921390582815,29.260007956000003,-125.33209409657535,0.4506053128118471,7.920186541,-140.00387549938355,0.3975745311466856,11.599112514,-132.5366385020168,0.4319574718782426,24.816172826000003,-126.58819318316404,0.4441829327885981,7.552916959000001,-130.38827690503607,0.423214753971233,11.367124087,-127.06338193866782,0.438209339809534,25.577667212999998,-126.15599621346813,0.4546089127226327,8.335509997,-126.33121136403675,0.45573802864625274,12.298924866999998,-127.15320696931452,0.46217420390950037,28.708631917,-125.2215762101281,0.44197966588287635
31,7.741243081,-126.16168582936061,0.4552189430788651,11.746769457,-125.49183246155204,0.4441393140838624,27.371625547,-125.7017389363968,0.4545426850939084,8.553826077,-126.87332850013351,0.4442544514111272,12.262737281,-125.56028349232317,0.45197579863770904,27.630209634000003,-125.28002604865085,0.44831172193184604,7.753152924,-125.7145366716213,0.4463873518913407,11.153895251,-126.05971751094626,0.447834421402557,27.816480213,-126.90022939085871,0.4550303401683153,7.996215845000001,-125.08975606775523,0.4482127371553639,11.561412212,-125.65653536767587,0.4439291945260143,25.429953298999997,-125.35618216186133,0.44998631449799753,7.902579784,-126.08506960303858,0.45301193117074456,12.205838079,-125.39955971440293,0.45342969732657157,25.151135386,-125.57223283309196,0.452551204234374,8.286229198000001,-125.70138235357949,0.4545402004154465,12.276243505,-125.38045680198357,0.44239032845829906,28.931794449,-125.27001184278109,0.4493837504308781,8.30925137,-126.60256313235038,0.45737377257484624,11.190225505999999,-125.63766958353693,0.45317399707862555,25.946767842,-125.97465030141565,0.45302356575022606,8.734820461,-125.31099742151353,0.45082867086950074,12.499790414,-125.12790402626311,0.455122595174862,25.432746203999997,-125.88773786956484,0.44788320307877194,8.702972876,-125.71274709487666,0.44968292494009043,12.868088952999999,-125.26031056341253,0.4475445360456329,26.439282485,-125.42722057012878,0.44449652057258227,7.885758665,-134.61932217405013,0.39042295541267774,11.664795373,-129.41491494655443,0.39590992647571926,26.857370757,-128.68549428169865,0.43251117709311304,7.6540342500000005,-127.42993400522582,0.4151400401480205,11.728984695000001,-125.68793287282142,0.43595669902656775,25.660231877,-125.56812866846762,0.443689649943662,8.838690921,-126.0890634606049,0.4267661614356171,11.785775465999999,-126.102403278136,0.4417826220281743,27.398833004,-125.52379209906663,0.45363478486311565
32,8.314091492000001,-125.31046439335634,0.4507819664287666,10.40589601,-125.66798013188195,0.4526403479065225,25.783451452,-125.42722299758144,0.4488870129416051,7.94580441,-127.1840642739593,0.45330912812699287,12.010211665,-126.24147814339578,0.4511783808971563,27.302655088,-125.122489368077,0.4476700311826698,8.230607244,-125.24777608717727,0.45061283752106196,11.169801801,-125.17390024829125,0.45092938831198165,28.636071296999997,-125.78612935521241,0.4455916082428798,8.082456670000001,-126.80133049627516,0.46023119919370015,12.15229612,-126.68765229158168,0.44549993343405137,26.019491417,-125.27511005245219,0.4481356719881945,7.640920036,-125.79541866058572,0.45097825180073225,12.278955035000001,-125.49018930993908,0.45111566540370107,26.334483451,-125.25252203639319,0.44113405877264955,8.065357381,-125.24386214546706,0.45103768375755715,12.560246373999998,-125.21409827736426,0.4477219043535685,27.117405460999997,-125.80438161555234,0.45437031157967317,8.031198802999999,-125.63100194676477,0.44793757307634297,12.238542379,-125.48978132040067,0.45645397735684023,26.974606372,-125.44836486594026,0.46187967338443436,8.448706290999999,-125.94750716554903,0.4536123499638107,12.062083339,-125.2976641652883,0.4532025687842016,27.091197784000002,-125.32885084550566,0.450487474361948,7.982425541,-126.33575707023022,0.44976508991878134,12.050572328000001,-125.55878069563352,0.45305696337840745,29.110759045,-125.45631521400449,0.4521614929428911,8.016316962,-135.90543963950353,0.40271256657788557,12.156338283,-127.71922280510836,0.4220468003403819,25.550466173,-131.33997186747516,0.42406584348552184,8.172509003,-128.6585688886791,0.44919359978317885,12.154484988,-125.28954404265777,0.4581928403247461,26.009070499,-126.19481149763153,0.4546687182937729,8.441727828000001,-125.16187847404684,0.46060556886272663,11.430426582,-125.02767850982674,0.43593763295046095,35.706880493999996,-124.89599550133396,0.4475782802625282
33,8.573435051,-125.09093037763793,0.4486264250120073,11.542919131,-126.19027296269365,0.44559230298845937,26.479762213,-125.3454431671461,0.44268732748728723,7.822861883,-126.29892792464983,0.45145307472396873,12.284749882,-125.62436793342872,0.44729870412758643,27.485565539,-125.67884037171649,0.461978136670954,8.386914752,-125.97722680323872,0.4411651406502505,10.967784010999999,-126.67697634374225,0.4513378629356487,25.962438587,-125.00143972549921,0.44969979672921945,8.635720035,-125.75176797694732,0.45133810218911735,11.918835202,-125.81407308820721,0.45650336002809416,24.856665178,-125.5433751671174,0.4479310609788618,7.434146174,-125.91978804198153,0.4463796789258958,12.291356872,-125.5415835248409,0.4460666524577067,26.219652656,-125.77334539259272,0.4451135781913429,7.836247835,-125.62379706129622,0.455789157521568,12.416217257,-125.23245391802948,0.44867775675980104,26.962242711,-125.63422095967532,0.4548250186804923,7.542110912,-128.77329929866374,0.4448817334481357,11.983300251000001,-124.2249828864005,0.46041949321507764,26.577500163,-125.531845280955,0.4557931609975613,7.8194832409999995,-125.37650386211027,0.44641364790231325,12.775860372,-125.70171928194611,0.44431089195423384,26.528370537,-125.33595309819557,0.44610836636280765,7.612365624,-125.25149663208796,0.4533908966898566,11.791269492,-125.30192399771649,0.4492080153141687,26.644720423,-125.86878238977437,0.4523751736188657,7.919237041,-139.5762691746395,0.40738796337094746,11.746656583,-131.92264352963755,0.38908243739713894,25.82784812,-131.2635247449395,0.4376567282450361,7.316170255,-128.76465081712558,0.4610593389852109,12.035904795,-128.45444177658462,0.4228828305299302,26.000511472,-126.71944362363213,0.44803641897548835,8.566043087,-125.15969028840684,0.4468427433419421,12.567393497,-125.84925147731911,0.4508776028488779,30.529579539000004,-125.32452144930218,0.4524918772885175
34,8.275476123,-126.01998548905115,0.4544342807339912,11.401509339,-125.09518227595537,0.4638477869849777,25.704503924999997,-126.36578432159078,0.45249004478393945,7.950194830999999,-126.51638992638763,0.448784645377317,12.272497371,-126.3407546165325,0.45343774079563604,25.605603542999997,-125.78434053311356,0.45228917533474783,8.193646465999999,-126.82765464116562,0.4504387797459927,11.442473704,-125.27849841914956,0.45319889314810746,26.887601699999998,-125.36715509640294,0.4521874915933993,7.285156248,-125.56746833523486,0.4526391560792038,11.430340578,-125.2936646169157,0.4442407941779859,25.509223163,-126.10175213479246,0.45240473969045725,7.592078378,-126.84798183796842,0.45072943359451156,11.658501422,-124.81995493948901,0.4548994942767044,24.663480167,-125.53245878031684,0.44920990617155543,7.8273708289999995,-125.93040529842554,0.44910415113429264,11.654461213,-126.1134279544434,0.4493466772074382,26.884287785,-125.18571878675915,0.4542893985816808,7.391709166000001,-126.91682238735193,0.439650631613995,11.24270409,-125.55222822714698,0.43504329793563545,26.344953407,-125.14488170775013,0.44185751530154393,7.650545991,-126.10101005951397,0.44864304612803313,12.309701791,-125.2632495739127,0.45549702001909753,26.614858668,-125.52164335547158,0.4521455438303011,7.702198501999999,-125.37892076718178,0.446365843373646,12.115583084,-124.8971545764615,0.4484554297295031,27.114382704,-125.40393285127797,0.44949225096514356,7.560980869000001,-138.10563956656898,0.43428113957585524,12.358164873,-134.01879960078927,0.4467881075072932,25.391912494,-124.6821940042619,0.42698579066064707,7.654809574999999,-129.77910982269552,0.45186242483562156,12.685323627999999,-130.6051657634872,0.43149890127189217,25.683964544,-126.44420395050595,0.4455272284204828,8.838316375,-126.7232109311308,0.4389294912080828,12.474270090000001,-124.9479809493172,0.4468090022619676,30.749217711,-125.77690020694428,0.4640555405358573
35,7.70008397,-125.27395685882271,0.45529357181570235,11.846168789,-126.22385839766676,0.45584884993576863,25.47176417,-126.29831246249664,0.4484242448495108,7.629690951,-125.67206323735444,0.44866444684655915,11.512653249,-124.95352223394856,0.4446196474226896,26.049928499,-126.17722907201995,0.4476689458203138,8.294188581,-126.03348248669008,0.44895207096966977,11.006469449,-125.12733315181735,0.45101228179112574,26.515216252000002,-126.5961289995271,0.4524415508543128,7.5516587909999995,-126.11882637626385,0.4447168643541425,10.814888089,-126.03319000663784,0.45143952564799095,26.033221748,-125.562719212127,0.4443926277506852,8.194103839,-123.91322493519186,0.44671102674972096,11.640439671,-125.5126722433014,0.44677252448976296,25.606107461,-125.05784279897942,0.45146125076947213,8.46433934,-126.24185335753785,0.4520775017582781,11.608999786,-125.96758272281491,0.4451391659448049,28.164868002,-124.58470421617197,0.45148557272900847,7.252763789,-127.71077333236653,0.4527318336949394,11.560919136,-126.51945075560405,0.4464165584409086,28.985156707,-126.87709471399484,0.4507783966822485,7.807215121,-125.78693952626072,0.4485642123557998,11.427343327,-126.23597017992486,0.4550284561887997,26.90697341,-125.78085657787803,0.438504353513116,7.877375044000001,-124.52034812901356,0.4509701681176929,12.200296081000001,-125.49357830526415,0.4455378746419967,30.344921584999998,-125.32907436541598,0.4469921040612904,7.878231541,-133.8382275695295,0.4012712191238279,11.268688587,-132.07297642430206,0.4276882445848996,25.096584286,-128.62587375067528,0.41785247383688484,7.729858455,-126.8753730847575,0.4221479168538359,11.530296169000001,-126.42625594941983,0.4270668107899121,28.155791256,-126.22444954480568,0.44613516130417563,8.290868484999999,-127.31619391812251,0.4659585859705456,13.028443881,-126.51259199239638,0.4413043678178301,33.641961707,-126.17278297130186,0.4428328446795207
36,7.669758794,-126.0669660358923,0.45245976530872095,11.433320333,-124.65108331945721,0.4496449332847803,27.643620748,-125.70804683486446,0.4504312716616376,8.155016672,-125.76287890800297,0.44975833582111024,11.380275223,-125.03953594396648,0.4515150987403611,26.054896871,-125.43983906040242,0.44771392513944797,7.878266371,-126.69647990998813,0.45019222719376284,11.289393265,-125.48259797481339,0.4525861089745788,26.332515877,-125.2347569243001,0.4535631937790369,8.537076954,-124.89280482360154,0.45300303981598244,10.629420717,-125.54721786965004,0.44817734905847656,25.543539047,-125.53001522402661,0.442820532923529,7.597663741,-125.67846281677456,0.44570338261027054,11.941466375,-125.98632922743457,0.45518972247808337,26.268873338,-125.33499197945254,0.448360778040887,8.225065743,-125.45490923110742,0.4482770356300016,12.538033204,-125.16782528721043,0.4525895948571275,26.890359005999997,-125.05852122560015,0.44401010890687354,7.62561021,-125.39426915151074,0.45123326803037095,11.403215703999999,-126.07580890224628,0.4510563912226684,30.044559089000003,-125.42929832198726,0.44740429313769225,7.531482410999999,-125.86002869198495,0.44707295759370586,12.168502047,-125.18679484586076,0.44816594902664453,26.194077128,-125.37011939380088,0.4516663707943766,7.80601495,-125.4829114075999,0.44640738569621785,12.616863664,-125.79030678136392,0.4537325597032031,27.690332290999997,-125.63265629179075,0.45515116124281507,7.430197788999999,-134.11839071960992,0.4096768351920621,11.605462283,-133.70083108469368,0.4178985274690761,25.672269488999998,-130.4168778577557,0.426189460276837,7.62950826,-125.24176155557193,0.4637978289696356,12.007458086,-129.5662245247888,0.4488737308704996,26.291275784,-124.95419501277823,0.4505775438019547,8.439938287,-127.12637584770223,0.45605761976743664,13.070362412,-126.60690291879664,0.4530966325541211,27.638319875,-124.83917365925468,0.4477963074649746
37,8.352235706,-125.46675870623753,0.45041568143169797,11.659296658999999,-127.39678865189828,0.4513722703762958,27.148681464000003,-125.28193900020904,0.45407411170870526,8.019884088,-125.6288184527723,0.4478939827724272,11.855797335,-126.1159866906229,0.4487974951679976,26.472223459,-125.73906609656377,0.4512184252511231,7.230393457,-125.70461185628442,0.4498830627906173,10.75554618,-125.29517669299304,0.44255395818111776,26.229847663,-124.99691249781948,0.4488273389060411,8.174083284,-125.60982942458858,0.44663787890736006,11.294978747,-126.18132043124614,0.44525704184139775,25.409517581,-125.58990618453197,0.4530171874813431,7.643814033000001,-127.1421729455329,0.45077998761139837,12.219742950999999,-125.07198129985414,0.44775466912981776,26.562880042,-125.4280182743042,0.4464725086436204,8.286542005,-125.94519663953096,0.4474287937817432,12.744920205,-125.74243299494229,0.45188575649667717,26.956718801,-125.15833796106264,0.44855624715431963,7.285318291,-126.88255628950196,0.45405305585478156,11.269055457,-124.54525132986467,0.44306189919250655,28.003593458999998,-126.0354998945498,0.4464017635589276,7.403123743,-125.98164044462072,0.4547651152888998,12.276916369,-125.84187042232647,0.44718570763468624,27.616649617,-125.17707944587083,0.45915443180711546,8.127135258,-125.65496901051364,0.44987366727972555,12.244630920999999,-125.11730302987124,0.44637697245248414,26.70487163,-125.45153494526838,0.45638156727159174,8.483308916,-139.912044654754,0.40539631572678847,11.251324169,-126.06880918881711,0.4574922107864339,25.509004251999997,-130.44788033948134,0.4225142865499064,7.849152173,-132.86987544101962,0.4198063066570896,11.707043324999999,-125.19791839236228,0.4385053762789735,28.364843796000002,-126.31403425450382,0.46025756840304444,8.816146373999999,-129.02568798934877,0.45477201853353905,12.732071668,-124.80403563767592,0.4628832021370485,28.142696574000002,-126.2023892360268,0.4446348683581838
