Time_Sequential,Time_Independent,Time_Full,Time_Chopin,NC_Sequential,NC_Independent,NC_Full,NC_Chopin,MM_Sequential,MM_Independent,MM_Full,MM_Chopin
8.631118457,9.917164167000001,0.0,7.08625771,-124.98891438404871,-125.28218747023374,0.0,-114.23983367825076,0.450118118759213,0.44802336526863273,0.0,0.40831768888067677
11.937444418,9.219849042,0.0,7.493962995,-124.81498108943447,-126.81667638346414,0.0,-114.30545106533927,0.45021337772156717,0.4448444178471371,0.0,0.41095539836864
12.396971415,18.233155047,0.0,11.764963044000002,-126.10012650768796,-124.6879202559353,0.0,-113.76868494150693,0.44867890815461603,0.4515673019514266,0.0,0.4074613422930451
32.47017175,8.856949421,0.0,7.678418918000001,-126.88955468578209,-127.37175743287219,0.0,-114.4567201893741,0.4553940938651081,0.46123189069839243,0.0,0.3984014680902502
11.83976008,18.750397419,0.0,12.049122626000003,-126.14148154143635,-125.76826064018265,0.0,-112.68293718099189,0.4516615018830323,0.4480377839394185,0.0,0.4167481688271252
16.692014085,8.560996332,0.0,6.755042627000001,-124.89627965903327,-127.5782025933141,0.0,-112.27983399330536,0.44354507678587063,0.4526445129420001,0.0,0.41760094706581535
11.660959957,17.234027375,0.0,15.235515873999999,-126.73044104345736,-124.83239748453491,0.0,-114.42846638269395,0.44442248518896643,0.4426246103249198,0.0,0.39921991833464565
16.872981084,13.539807,0.0,11.992579124999999,-126.05257580625138,-126.05434665294646,0.0,-114.07993275773013,0.4674688885967846,0.45067883714943574,0.0,0.4108495057913252
14.454915204000002,8.430389001999998,0.0,13.419472711000001,-126.71592665918712,-126.47127819883357,0.0,-115.0399318110531,0.449098403086826,0.45202700966887394,0.0,0.4098553088716959
15.620566587999999,14.060769213,0.0,14.457658584,-127.29917056441131,-125.66844740456156,0.0,-115.40378439915668,0.4474325132110575,0.45154647644503043,0.0,0.4203680298139367
10.286941911,8.494067293,0.0,9.443775084999999,-127.1977203225323,-124.66881556610488,0.0,-114.1971841747711,0.45574381335153114,0.4338456149059069,0.0,0.40591101575500166
14.060817918000001,10.640186374,0.0,14.073243458,-124.7200004894184,-125.28025975258073,0.0,-116.2300048559418,0.44839458888372175,0.4528354098135138,0.0,0.3855784845997785
83.596316167,10.002655836,0.0,12.638627415999999,-126.04181839848764,-127.59501045214952,0.0,-114.9875916608037,0.4498827039274479,0.4451358347003579,0.0,0.3972192553524245
8.309868373,16.562224496,0.0,14.916347166999998,-126.36719100959169,-124.83904281812559,0.0,-114.0826643093816,0.45317440717189705,0.452602698529062,0.0,0.40042176425507314
21.068234167,95.88906687400001,0.0,31.573403166,-127.14735535445706,-124.5070766454473,0.0,-116.15837846908258,0.45092482620347885,0.4452866524923772,0.0,0.40891504926164196
24.932702454,7.306797374,0.0,6.359657294,-125.16002523053947,-125.56054071122142,0.0,-114.58379819254347,0.4530104985604351,0.4506073277535952,0.0,0.41660090234950087
7.719068877,8.917001375,0.0,14.091820917,-126.94016913179058,-125.30024101583125,0.0,-114.238344476924,0.45560774949592286,0.44778961513976706,0.0,0.42467322066116286
11.070760416,15.870731748,0.0,15.176948462000002,-126.28560417046633,-124.8081886294482,0.0,-115.01390949768629,0.45521468223250616,0.4446075940947161,0.0,0.41193560407206475
8.719957418,7.211384668999999,0.0,6.418035163,-126.06172520787707,-126.49408431828836,0.0,-114.30268209575769,0.45383450709588496,0.4528737155790525,0.0,0.42481492395800485
7.967350583999999,8.872535623000001,0.0,13.844007165,-126.53053823974868,-125.92579580667882,0.0,-116.55452334911666,0.4442916939333196,0.4506914777241686,0.0,0.39871667509021375
