Time_Sequential,Time_Independent,Time_Full,Time_Chopin,NC_Sequential,NC_Independent,NC_Full,NC_Chopin,MM_Sequential,MM_Independent,MM_Full,MM_Chopin
8.199647840999999,6.587417496,7.917213667,6.0343481699999995,-125.53780777058324,-125.2556119356618,-126.20759454378984,-114.73010206219747,0.46325329293996065,0.4460663164514754,0.44834442038984584,0.3995977127473621
7.099991945999999,8.024824082,10.958069917,6.907875207,-127.00206500180464,-125.69024332128622,-126.66220770999706,-114.59372705508463,0.4511162686439636,0.44430155913529223,0.4466663353624695,0.40657863256767357
7.4355954109999995,7.207395752000001,8.474660541,6.319645583000001,-124.96681287514988,-126.24198271777267,-125.9848519601407,-113.69815181306542,0.4488447513904925,0.4448669655003824,0.44379115481070974,0.3910023522128986
7.564836216000001,7.2270267100000005,9.209559833,6.461882999,-126.30657479348643,-125.80041223857057,-126.08344108190381,-113.10820612604371,0.45670094149626866,0.46311462881362137,0.4441655527111887,0.40971289323319765
7.677046961,7.340323626,9.407890333,6.867503334,-126.78952600001605,-124.91055769361392,-125.2270530373895,-114.18632570401677,0.4588537649004282,0.444973188826074,0.4694608723482822,0.4081327536401337
7.301083041999999,7.378145039,10.349368333,6.829680001000001,-126.29151166512099,-125.34386456683261,-127.36704218747349,-114.94585281568942,0.4420677169256067,0.4592194214474914,0.46008334395443995,0.4026438738187196
7.401974128,8.742695164999999,9.894002625,5.960969583,-125.66314168034174,-125.7479926412881,-126.89647960364309,-116.17416595346033,0.4504893282726532,0.4424662663691713,0.46045364094920305,0.41312369825068707
7.3943023740000005,7.599448504000001,10.165565,7.032944377,-126.03603368974807,-126.51714754522617,-127.35809403629676,-113.95748745802312,0.44077566920471095,0.45411485536489177,0.4552328553792069,0.42116617945653845
7.4995362089999995,10.399276163,19.501541792,6.975245205999999,-126.52226834670208,-126.7946319842907,-126.31625239662614,-112.98606950139107,0.4596658976148567,0.44954213577388136,0.4486282228588301,0.4190237937426736
7.338927663,8.792927587,12.807593417,6.256809585,-127.07879417087402,-126.46722357962615,-126.75209325090502,-114.99648380895272,0.44559156314604975,0.4444071657119586,0.45026071179314286,0.41900367654282844
7.703448832,10.439222002000001,13.635242625,8.321733291000001,-125.77590318144158,-125.94370805767376,-126.87149864565016,-115.32518552922483,0.4516916167036227,0.44409749295905965,0.4576989030870653,0.42016973098417687
7.584085541,9.304389793,13.228140625,9.496706458999999,-125.43640846821795,-125.12276773686403,-125.57637066488412,-114.24556439908224,0.4524144658252407,0.4446504835435514,0.4522077757826004,0.42532417585787546
7.230986672,8.213527961,13.417984375,9.507380334,-125.21847484358328,-125.35100406230967,-126.90594271486711,-115.65962320830815,0.4592286267587534,0.4506449083243563,0.4378696086967633,0.4015847165128392
9.284834963000002,7.268924705000001,10.510407583,10.476960252000001,-126.70050525367449,-126.24673049547538,-126.3059548152507,-113.35984053881852,0.4467671107140446,0.4481273169993557,0.45086457382668094,0.3915239293503802
9.721541212,7.800447917,10.178420041,8.157471709,-126.10779565932769,-125.86899010845211,-126.86887168428466,-114.26766001805757,0.44549443935547184,0.4433039245244631,0.44301340169490827,0.4165858466829646
