exprid,Time_sequential,NC_sequential,MM_sequential,Time_independent,NC_independent,MM_independent,Time_full,NC_full,MM_full,Time_chopin,NC_chopin,MM_chopin
1,9.285492896,-141.20049844271685,0.45020107525448927,7.973699379000001,-143.11357222678876,0.4418658310262076,8.990067717,-139.2163021406952,0.44081978608785416,5.624229876,-127.22896161434676,0.2852780882659117
2,7.983804133,-138.79852927468028,0.35356485248899133,7.7352265860000005,-135.25167739347165,0.39251550467724716,8.595647718,-137.72281921180476,0.42137586006703,5.146947704,-126.31470317998766,0.3568174902509006
3,8.159348248,-137.45900704461428,0.3894186654819989,7.747727288000001,-136.85981425126744,0.3889833619811419,8.612049664999999,-137.9243230087328,0.4408743807250399,5.218349918,-129.80253418480788,0.36943760730272013
4,8.222242285,-139.63840867458845,0.45046646423088055,7.789020579000001,-136.0637907762263,0.3901096518840673,8.242850160000001,-133.9371208620595,0.41622537716366464,5.556675704,-123.59312864970319,0.3205581560479679
5,8.319396077,-140.57044296351165,0.44133072890638736,8.259239964,-134.7466205597305,0.40280485848777864,8.679333877,-134.39489491118817,0.4489980657293581,5.327122207,-114.93081275861392,0.3936360840222182
6,7.764368418,-138.5261565300764,0.4268807570029137,7.5431203280000005,-134.8244179432946,0.49653348439075484,8.322797594,-129.40093496296,0.46093600600570106,5.351379419000001,-134.37803051566408,0.32365838960545945
7,8.191097752000001,-137.29647815539255,0.44585013363324266,8.167260499000001,-140.864829157609,0.3822055774547003,8.647722334,-137.22909349935375,0.4336930583946498,5.500793708,-124.12619243172702,0.30041279462634074
8,8.381408824,-138.1411898487874,0.4503067403914648,8.258845373,-137.04339821995626,0.409558588858394,8.359442123000001,-139.9890399107876,0.3992324612160146,5.384258499,-122.36579599543155,0.3290556785152051
9,8.284473875,-139.19238790928804,0.4350058094944161,7.825601905999999,-136.53820551896484,0.4258608793933979,8.412652834000001,-131.05757034970188,0.4489667405894289,5.375622,-124.97084182556175,0.2709323901240594
10,8.177969789999999,-140.5874105142235,0.43219387393211756,8.177939041,-138.3489437026826,0.41185443151400103,8.382167367,-145.21059492683008,0.4227491240245097,5.423488334,-128.2030600606639,0.4552413287783783
11,8.122869405000001,-134.34181893798979,0.4207159284270201,8.257692215,-141.5489959884512,0.4084692104864831,8.334940797,-139.05151045672665,0.42759856474165114,5.560569792,-140.0743315140464,0.3790434741175272
12,8.186468419,-143.37236754535346,0.43316896676078404,7.89919437,-132.16906278979013,0.44639048304992385,8.326660585,-134.514066853314,0.43067583133494064,5.592142877000001,-124.96705472326855,0.23687751164424886
13,8.182105796999998,-137.13787217912738,0.37151275142135826,8.404778083,-133.68202658647394,0.37896677724386346,8.233585498,-138.99276844098694,0.41674154888039194,5.328750578999999,-124.1203422681438,0.4115156736545763
14,7.798892090000001,-137.37160917746218,0.4141077648030648,8.356349456,-132.89046204460868,0.41108104514418237,8.338417247999999,-136.18049642946505,0.457593406503513,5.643891078999999,-133.4451564086892,0.28957721747514265
15,8.429111622999999,-132.99130283840964,0.49999516447767167,8.134108706,-138.32609762212064,0.39964902690849824,8.472274411,-134.43354469307178,0.3739714911522709,5.878767333,-130.1682458351702,0.35773451227107966
16,8.281292665,-137.73680566150435,0.3688385163032126,8.446364754,-135.7563689225494,0.42589481457901623,8.69300875,-141.36664467714536,0.3877688894120196,5.896642793,-134.68274010635903,0.33737139436616154
17,7.9425940839999996,-126.47735892283909,0.4081782539655642,8.373304926,-136.52072375735662,0.48046155859245276,8.58452971,-141.12979244007707,0.3978597778591031,5.412598708,-113.66575964425805,0.39695575833073965
18,8.272782544,-138.80723137676156,0.3953454795786171,8.241728045,-130.6196534223392,0.4200996972610671,8.327221245,-138.94269842796578,0.4180704897938515,5.69149479,-126.75722861283404,0.3073909692270893
19,8.293945,-139.2177105173917,0.48903937986667134,8.320219501,-134.5967595488064,0.41073153109582505,8.272194580999999,-137.83705361787696,0.4046009875656399,6.072426456,-121.39869426296502,0.3536984292625983
20,8.431200502,-137.77755203102296,0.4263391447351029,8.585761885,-143.10342597384349,0.3903068885203435,8.393271117000001,-137.39052922503814,0.41002646874094445,5.730283001,-123.88396265581946,0.33564576797639945
21,9.630510403,-138.06090985386615,0.42869719072809276,7.995964177,-143.24487893371662,0.4163700066562034,8.495195540000001,-131.28388456613786,0.3900904987982111,5.871900963,-137.04531336519014,0.3233001825277304
22,8.533888171,-139.49154446870068,0.408628487094712,8.131191217000001,-138.16052252754707,0.4085421829109832,8.765103915,-132.2014303196381,0.38584878501446146,5.277159165,-123.07546833134704,0.29283494387396636
23,7.981719036,-128.9052768477503,0.44994169460021327,8.217483493,-140.70242730531533,0.4628039759988275,8.772270957,-137.97246207527132,0.4313101730016028,4.961775,-111.58576600797602,0.28225139605402144
24,8.145778869,-141.3062055324631,0.385627680626419,7.668611295,-138.28742977079744,0.4073967109213263,8.773442091,-133.34517013510865,0.4374522058550459,5.250123168,-127.28722751690626,0.28577089139550116
25,8.378680124,-136.59084743264722,0.4580111591682584,7.9489368769999995,-130.87484427214088,0.43655484093664765,8.68812242,-131.56572317713002,0.4003850239605662,5.263893913,-118.33810205949483,0.274393727659791
26,8.013688957,-137.52322081226154,0.39215908752515893,7.690100119,-133.36963407801554,0.4194442744809298,8.737088121,-142.06548804752185,0.39721078630939977,5.603512542,-137.78326401922146,0.3249169843523583
27,8.08921584,-140.30711678240087,0.4256172850950116,7.716027242,-133.4968128740116,0.3882817139274787,8.707791751999999,-138.2310459965692,0.4266008201368836,5.759223372,-139.8194392476808,0.30667811153629143
28,8.292073253,-137.36824623993547,0.3920686668350528,7.978354245,-132.26219826953934,0.4360155082468893,8.048147834,-128.87739549035595,0.39910042569861637,5.377933907,-122.55622962235131,0.36474231044306876
29,8.202952971,-141.84593880525316,0.4452084506832396,7.890813541,-136.17368704805955,0.4632723263151266,8.619501252,-137.7002035131987,0.4113952231655088,5.457740414,-124.97195365578733,0.30963260825419586
30,7.983135413,-140.00991603302802,0.4324158929686565,7.915684156,-136.75820226304853,0.410967035755072,8.536175667,-138.6122418765901,0.4048775177515881,5.6472880420000005,-131.24581914097217,0.40854566051948504
31,8.31851004,-137.59811026201956,0.3856775053873496,7.787456703,-127.88671893808115,0.45851855084180104,8.413940752,-134.26053467641154,0.416150110737851,5.697976541,-124.65181887031348,0.2845995236514852
32,8.039793297,-141.11084659772987,0.4520919628937188,8.335179627999999,-136.49121038551817,0.3908149248019042,8.411328004,-138.37699282918152,0.41805011503502576,5.74876233,-128.6135898391424,0.30847002489809555
33,7.479806711,-128.5337650094006,0.45808921078938475,7.77034371,-133.9424499125899,0.4421299784308246,8.312330347,-134.9694840635762,0.3921256854351304,5.656876291,-124.48356570912289,0.34744435195620516
34,8.106194745,-140.14243589538958,0.4027752127033182,8.566576453,-133.46680258702045,0.38769463866408904,8.620453041000001,-141.28676467170766,0.41142402222873964,5.646700538999999,-127.88561535728314,0.3104528312576926
35,8.468153713,-139.16312027931636,0.4339858149518764,8.641866959,-139.91233161828657,0.4808988799970592,8.662656664,-137.4814004071943,0.4326260194681687,6.138587583,-132.21202653962894,0.29648309741699563
36,8.006817419,-141.6037890678035,0.4346315147762002,8.415248249000001,-133.28582174220648,0.3713350953768601,8.453982628,-134.74073825350254,0.4159902689075209,5.413992127,-119.67627652546182,0.33935596988448025
37,7.935884623,-140.8790345846601,0.4592348695785182,8.603820382,-141.2151591191264,0.39261689786519627,8.374457417,-136.9440708448438,0.4518284458561943,5.596225788,-125.11555608447227,0.3924056339090579
38,8.262638499000001,-139.15072967774913,0.4214782084398852,8.401132589,-141.46745743136043,0.4021602410731994,8.304283169,-137.89343042900688,0.4463347306765134,5.623151834,-129.5863032946649,0.2976332758034935
39,7.987400885,-132.22472190932402,0.42840756375315525,8.639593451,-139.76158525815907,0.390838719553504,8.331753205,-134.7443247595114,0.4363351735704999,5.950471291,-122.5391444067837,0.3211511085271352
40,8.280874118,-138.39362448027808,0.40230942198926234,8.379310015,-135.05543636108342,0.4213626083066391,7.611738011,-137.0646283762144,0.3955976698552949,5.3382995410000005,-128.30358642098562,0.33652487032943784
41,9.789196540999999,-134.2233401245694,0.454484057016062,7.7798326200000005,-138.11824225989542,0.41539306644914037,9.083081458,-138.3643691644616,0.35535495951223556,6.222912415,-137.21639749164993,0.3704899090464966
42,8.687793831,-135.1812292547365,0.3931619122678388,7.981437248000001,-136.0134786431369,0.4029392975811362,8.736168496000001,-130.73040610116908,0.4657470924271262,5.464297417999999,-132.12544287204977,0.34349249296965034
43,8.353723455,-138.57016444491055,0.44923872846084456,8.050735798,-135.36384536189286,0.4253805742916472,8.137706369,-134.3234413184673,0.40580407729829554,5.229263087,-131.43606394042354,0.3573270464310392
