exprid,Time_sequential,NC_sequential,MM_sequential,Time_independent,NC_independent,MM_independent,Time_full,NC_full,MM_full,Time_chopin,NC_chopin,MM_chopin
1,3.61392558,-506.8113119747675,0.7139185130521468,3.06954284,-670.010955463618,0.09984622679144559,2.1158802519999997,-687.6338630368107,0.2841234713009444,5.582911458,-138.43710634862353,0.33804261907273814
2,2.42112633,-711.7411942296683,0.49756326679265106,2.2402164599999996,-507.7976916566497,0.15240307393113497,2.237634999,-606.4928176401744,1.052058365155242,5.256305748,-119.36142806055057,0.378774780888798
3,2.799863674,-639.8046517742328,0.6469378825964547,2.8922044160000002,-691.0160199862784,1.2014168074424654,2.269178912,-672.9838271782472,0.05370715526456919,5.251472626,-125.8664802585463,0.28506507384321134
4,2.222048043,-615.0684974299227,0.8671558802503136,2.523840294,-613.9454067001154,0.223154396894681,2.37472479,-640.8179205212308,0.7049068633545568,5.030651211,-116.95988262245861,0.34247811814871054
5,2.852213048,-532.8330926300048,0.46004431673247626,2.073007373,-413.85601010249445,0.5973814966072513,2.386987958,-678.4771021779388,0.8628565894590927,5.184103079000001,-121.15845702550284,0.33632700379937297
6,2.3426502520000003,-657.1129708813712,0.6597231788867333,2.323431916,-608.9337097120209,0.7251453889919403,2.6587204250000003,-686.9740150323225,0.3447683150978091,5.256874455,-131.73130879175338,0.39085052905795925
7,2.355019746,-659.7792941991876,0.19811062884522077,2.6612439180000003,-671.493632645416,0.37058741816174884,2.3240159260000004,-576.7415918798515,0.7584689750038819,5.2672518340000005,-123.80005847658464,0.33893901411401145
8,2.32065408,-569.5751532346176,0.8121743208820604,2.391071539,-528.2141169307214,0.566655789627738,2.914862542,-754.2966231275979,0.9354947192098382,5.6441682019999995,-136.28494531671316,0.3270644967018943
9,2.365749083,-499.24508530560945,0.7323201113352844,2.667260456,-692.7617776401759,0.5066206524202674,2.648971542,-576.620953167089,0.0127867884686117,5.337789083,-126.32774060720763,0.41886159834910824
10,3.046712006,-663.2299325015609,0.1286751174640801,2.26733267,-578.6860369655752,-0.2621602983565551,2.071104836,-497.69142591137427,1.0988178835486653,5.344579542,-121.04837548128485,0.3672975442439101
