exprid,Time_sequential,NC_sequential,MM_sequential,Time_independent,NC_independent,MM_independent,Time_full,NC_full,MM_full,Time_chopin,NC_chopin,MM_chopin
1,8.645696208,-124.14414087064988,0.4538332553793305,6.728104330000001,-126.43993006512636,0.4585496601501714,6.871592145999999,-127.63429482133319,0.4470552091503852,5.887494158,-111.4121064265696,0.3790213680458878
2,7.0100453300000005,-125.54841113147516,0.4504208253828416,6.69541042,-126.09155119559165,0.4532829365560427,6.798024826,-124.25886521843117,0.45084843728756707,6.0244409150000005,-112.12230966764817,0.39806403944051605
3,6.693617923000001,-126.42421622444773,0.4546062575255425,6.695441167999999,-125.03364426854743,0.4492438507556253,6.235899952,-124.561238526097,0.450969470383616,5.777396089,-112.44210740291801,0.38854705656145716
4,6.754721794,-125.67193491474957,0.4482786370152076,6.666513619,-125.70876685173371,0.45173674351572407,6.920592535999999,-124.43875793308045,0.45092062223373863,6.0669502920000005,-113.79148086236688,0.4133239740028902
5,6.866046956,-126.00412005139407,0.4486417901224581,6.695259421,-125.80149118090449,0.455764223976259,6.963961962999999,-126.42359870831164,0.4410580414188935,6.026064166,-112.50431937719115,0.3696405055485651
6,6.925180168000001,-126.16302832667004,0.4551892478624614,6.908420297,-125.15809608078229,0.44315805832020183,6.899198417,-124.97468352334805,0.4518856842179517,5.819056502,-112.49396185054081,0.42561989000557976
7,6.704367286,-126.72861101423662,0.44747186213136514,6.94537775,-124.61575940226957,0.4480895960815322,7.100772671,-126.05383634597108,0.45105220772310833,5.776923213,-114.08976516133418,0.38590210902319055
8,6.792062451,-126.33960903581423,0.45241360070939834,6.546310760000001,-125.18241306761665,0.44722903520309193,7.215975286000001,-124.86853048341013,0.4540144851428933,5.72744866,-111.5666573537624,0.38766934768841055
9,6.524245702,-127.51330115085335,0.4494580589565685,6.840074833,-125.83223664932451,0.4466408406729042,6.693040997,-126.12225565480203,0.45425641858040905,5.843127126,-115.1452119239777,0.3852393238470088
10,6.777884579,-124.45199107620795,0.4543365693963163,6.9277380399999995,-125.74308331010604,0.4520253745225945,7.175547832,-124.23072118206532,0.45475032202220533,6.173858912,-114.25253634755313,0.38207018716874064
11,6.951161001000001,-126.05822992132734,0.44683370606329775,6.435035677,-126.44003915786865,0.4585139776449459,6.985076338000001,-125.44432576718148,0.4450245453388754,5.940172498,-113.90368486061796,0.40030481009341556
12,6.744915658,-126.65739211904962,0.4507043422117456,7.0824969190000004,-125.91895109841123,0.4478473219436724,6.889840637,-124.93831033793143,0.44416790095098935,5.813761957,-111.24636352722806,0.39632291585497925
13,6.872069679,-124.28381316192035,0.4551747271273181,7.053796034,-126.52643671888897,0.44539258985607943,7.123271450999999,-125.21933501854784,0.45576360479797007,5.943582289,-113.217539323699,0.4077326914415298
14,6.862439298,-126.65614475899672,0.4460975633684285,6.53064904,-126.19676586210794,0.4537691696609265,6.685619324999999,-127.03747801216967,0.44961954197564474,5.887130332,-112.306715749546,0.3943378723353196
15,6.2833926689999995,-125.09982697494343,0.4417012271475412,6.991315129,-126.64749988848193,0.4463839118633697,6.7188048369999995,-127.111135060304,0.4578735962200234,5.817128415,-109.82401001521596,0.4154641342540925
16,6.753526658999999,-127.2652205315853,0.4455064571905083,6.576666672,-126.57025684023947,0.4530152911487134,7.162752497,-125.79929427370276,0.45483576760318734,5.982549043000001,-115.89988049519764,0.41341771850985437
17,7.049264673,-125.44196628955387,0.44498646687869625,6.729815466999999,-125.34963327609401,0.44900304777279393,6.8611603809999995,-126.48612531394255,0.4534578190541182,5.928843341,-114.92066405515727,0.3903995712093654
18,6.603977776000001,-125.51523578570277,0.44443425893045807,7.205704418000001,-126.65640524407746,0.4528869164793279,7.341332545999999,-124.62022551510914,0.45724411117918257,6.04053833,-112.45354453625248,0.36794163666701907
19,6.96401934,-124.95638722120644,0.450459295276732,7.396666292,-126.62286019139682,0.4479538441134835,7.029699172999999,-125.95304534235311,0.4542949800745152,5.878533958,-112.29549759310336,0.3901791734825654
20,6.6139965389999995,-125.71333754341418,0.4714796056980892,6.474509953,-125.0221377464087,0.45144487483661727,6.179421842,-126.4241036339898,0.440449119414305,5.992955834,-113.42004866790904,0.39136953182511547
21,8.363666922,-126.33915282185735,0.4549068686193352,6.628776836,-125.48514450519608,0.4466145404222197,6.864779965,-125.81334328936576,0.4418501438931976,5.814065837,-112.67879199718573,0.4006202767782604
22,7.388341586,-125.36081033953892,0.44446608856389597,6.789021623999999,-126.04999285038738,0.4443189587963735,6.668806044,-125.71685229816691,0.44316152603210407,5.755466296,-112.2123909411162,0.39139717221262116
23,7.300897457,-126.00870001831322,0.4500137497698589,6.688303374999999,-125.35609240713673,0.4570379455500257,6.679071053,-126.24317143646736,0.4561121723094123,6.023288955,-110.93384141543746,0.4173419889092292
24,7.142022672,-124.91787628458223,0.44942588268224415,6.7279205,-126.5536825691917,0.4467774150081142,7.054326490999999,-126.0606878348042,0.4410371422095462,5.8303694130000006,-112.94506828168934,0.4172037184846557
25,7.001127167000001,-125.83572489999804,0.45373406283977613,6.6917815869999995,-125.09962019396876,0.43613609762348904,7.130046370999999,-125.80055689793936,0.45347677426452493,5.816144463,-115.78112014667111,0.401457872460736
26,6.738778791,-125.56361732549249,0.45906933120151255,6.905771754000001,-126.71096383476346,0.44916304401767565,6.756995003,-125.80354970900628,0.4468470322785565,5.79505767,-112.10550251701915,0.39042898363251854
27,6.630213952,-125.43364185550074,0.4412681570775782,6.694037453,-125.47078299648318,0.45104012965102913,7.032616466,-126.57638636097084,0.44279517898097087,5.8192966649999995,-112.31798154797639,0.3955537016992905
28,6.624085619000001,-125.795442039466,0.45173271866985554,6.875225128,-125.38637010789776,0.4541112245205273,6.595467287,-127.23805331470648,0.45682211587091615,5.77738817,-115.90154228033344,0.40736194689881133
29,7.0880308759999995,-124.29936551583131,0.4541355296022407,6.539299959,-126.36129002284648,0.454676663810359,7.067541908999999,-125.69206051014562,0.4441894891599345,5.721728421000001,-114.8737293310296,0.40023192894894166
30,6.621892159,-125.31561935159706,0.44528205310465674,7.030456464000001,-125.21910868375831,0.4537147685839611,6.805032675999999,-124.7937183877493,0.45384685389393553,5.806540087999999,-111.36218847774407,0.42245570913051367
31,7.006542165999999,-125.73780131574694,0.4474660930149819,6.74189916,-126.59909075574707,0.4537860411693688,6.903299208999999,-125.47475380892274,0.4570552159113464,5.931499543999999,-114.44040491831618,0.3987065062239525
32,7.182536621000001,-125.0470087952256,0.4529238120083324,6.715828864000001,-126.90188603333705,0.44554850924490397,6.679155373,-125.40562622760217,0.44210484459874955,6.226985877000001,-112.3965645990745,0.4054422082966228
33,7.214829717,-124.63917878970092,0.45618056273659086,7.196774747999999,-125.37734328219001,0.4559775035845226,6.99025396,-124.70631747842107,0.45201838879957945,5.8286924980000006,-113.55374320416327,0.42206649136577773
34,6.994529366,-125.18586041314569,0.4553219097870339,7.088352635,-125.42005348964604,0.4523019906409521,6.659294999,-125.6367128147303,0.449257105909761,6.155510332,-111.1936727198239,0.3885708885604224
35,6.828162821,-126.78468120878897,0.4534405884778139,6.734812828000001,-126.05755770774479,0.4534263067063419,6.859843881999999,-126.37810420604016,0.44897005106682747,5.863426042,-111.4464000094477,0.40816273782714174
36,6.945910838,-127.27791323387461,0.4522853188733833,6.728976287999999,-126.83673361273974,0.4451394802770982,6.929887708,-126.36012503953053,0.4505783154826656,5.914552125,-114.57219419912757,0.3829647456403995
37,6.6728564200000005,-126.23184770420664,0.4516338538969651,7.17826375,-126.29503237936613,0.4554743543598975,6.998575001999999,-126.36539655935832,0.4557780170159588,5.919100416,-114.31221052535511,0.38366722865288916
38,6.946899252000001,-126.0177088739949,0.44930047199729706,6.971130967,-125.12237610148804,0.4557862047037513,7.024399345000001,-125.43720756199022,0.4411972720824531,5.958106336,-113.16659825867787,0.38428799175082085
39,6.873899583000001,-126.94960104080408,0.44458831251438374,7.094141711999999,-125.0810571200596,0.4534092460407479,6.919166337,-125.82874151100499,0.45677465366277314,5.86375138,-115.20585635376268,0.4058931588929159
40,6.181802413,-125.19060702709979,0.4433593728530011,6.5059027920000005,-125.55086256933843,0.44632071157780157,6.588029254,-125.64094228769943,0.44512174681141736,5.92806375,-113.72354352260562,0.41017417030363823
41,7.711280629,-125.62338613420698,0.46187659538233855,6.830608058,-124.75279255508626,0.44527537525379207,6.640945036,-126.19807241549131,0.44753078838255866,5.795911866,-115.87400295821666,0.42257164737455666
42,6.804083462000001,-125.07730008611398,0.45228140827810204,6.624218218,-125.90954623604442,0.455252244849441,6.528516925,-125.68049567292692,0.44855359158746577,5.734020951,-112.59238354413307,0.4000444115534161
43,7.100167497999999,-126.20507809497546,0.4445294224253748,6.665763385,-126.4201173890586,0.4534341891775168,6.875418117,-126.06338064557531,0.45484912191426985,5.732450786999999,-116.15916809668532,0.42231539670354745
44,7.130109577000001,-126.15924261943763,0.44754142162541144,6.694309296999999,-125.93200936581195,0.4484590169603362,6.768554573,-126.92683943009374,0.4612301507065413,6.039565582,-113.22198361284487,0.3925793801737663
45,7.06529512,-125.5478640602686,0.4410949292534342,6.693383579,-126.45844367311311,0.46105305582705824,7.163770288,-125.34218680013538,0.4490383100464407,5.771529873,-113.26168981063832,0.41297432983925836
46,7.020776253,-126.58483508070603,0.4514448978078843,6.856378533999999,-125.68375499232835,0.4549933187041715,6.646300331,-127.06327855728713,0.4425685254287533,5.735043706,-114.25968159282422,0.3900837854549803
