exprid,Time_sequential,NC_sequential,MM_sequential,Time_independent,NC_independent,MM_independent,Time_full,NC_full,MM_full,Time_chopin,NC_chopin,MM_chopin
1,40.962099784,-125.4514295088181,0.4523356376583024,42.318209826,-125.1434581084117,0.44491519001106805,38.411927278,-127.1403594216603,0.45144714586115536,39.029930589,-124.93676150867317,0.4496976641882706
2,69.043017454,-126.00452930998009,0.4454099988574695,65.372416866,-125.62613367960562,0.4579265598974094,57.367310872,-125.8148880037679,0.4521181739998585,33.973684451000004,-125.01785550957777,0.44403181512335743
3,78.940942709,-125.15819499446071,0.44608859716114035,56.42918436400001,-125.66723498224665,0.4539157045108998,64.295641752,-124.87549234291636,0.4522784160763245,35.337094048,-124.90136906005941,0.45160632357340336
4,84.509999839,-125.39583345886041,0.4509004027439152,65.034697005,-126.91842890080892,0.45320257899795546,56.572288326000006,-125.2048320339566,0.45037032622749507,35.130229838000005,-124.15902529334919,0.4552640303040976
5,56.857641751,-125.70492311168731,0.455832435441362,58.86030754800001,-125.67686641291607,0.45218691810481293,70.780161716,-124.85105273125083,0.45310527424933034,37.737793292999996,-125.44577877036393,0.44193621417687584
6,87.254957503,-126.70836813142542,0.44659117106940127,70.78435982900001,-125.87854912445596,0.46263098480169373,59.706371458999996,-124.75981659271409,0.44764889924810464,37.930436582,-124.89530362272082,0.4504165964642628
7,58.843330795,-127.14132706194574,0.4485782258510978,52.885718672,-125.413196810972,0.4558449745946538,60.223776876,-125.59622827519011,0.45546666726374074,40.002293662,-125.04746721996635,0.4359876386648065
8,57.581716458,-126.26400702493618,0.44867117168300297,54.10300142599999,-125.90936884682388,0.4507586904883007,69.15579671200001,-125.00941721636525,0.45418195504141945,39.311069668,-125.35560835275223,0.4505455514863621
9,74.097273877,-126.99018868704263,0.4486802159442856,58.40090296500001,-126.92501777892788,0.45479570350550697,58.91215299700001,-126.60334641743911,0.44576418961310904,39.978042167999995,-125.23267713333463,0.4449997704459706
10,64.038573965,-127.13121331181937,0.4480127033567447,46.447991292,-124.25954687043433,0.450946516190458,54.099032042999994,-126.2364956936089,0.45105277970175484,39.141604789,-124.76962641461844,0.4503936731870893
11,53.395291628,-125.42499895098247,0.44492070461136823,51.260677741,-125.06849058760125,0.44336708494641963,55.038731252000005,-126.87482912709504,0.445002555530048,36.959500464,-125.13661309252646,0.4403343114381617
12,79.844588746,-126.86534401971436,0.4543922667959307,59.28002545599999,-125.62565268067773,0.43088491515610805,60.100162129000005,-124.99819804917242,0.44828766959461336,37.163156554,-124.83031667474215,0.4486055949622655
13,62.54169267099999,-126.70578233276018,0.45481800920278126,53.701652002,-124.79296345514979,0.44721617201369745,59.47485941699999,-126.3203637473091,0.44720981379077185,33.458720594,-124.67696735924265,0.44656191279630825
14,53.91125745699999,-127.63302061067934,0.4509470387173832,60.340638659999996,-126.15315477153246,0.44759456741895276,61.587916453000005,-126.1043480967322,0.45334124196371806,32.765154013,-124.85051764403448,0.4468747669433827
15,65.253579041,-126.47563327125583,0.45025107758887106,54.012150212,-124.44879904539452,0.4488050743646036,64.09979883999999,-126.57732039125771,0.4524743619271314,32.304210176000005,-124.82942620474702,0.44773730475973594
16,72.115025503,-125.22133869500443,0.44806413340773266,52.332696164,-125.990040769169,0.45338812966260733,58.007137029000006,-125.00300605788274,0.4453227728066363,32.008099730000005,-125.37777006655486,0.43496062379759864
17,60.347312173,-125.9565115481529,0.4503272394958366,52.516361007,-124.19616489341571,0.44011150124990533,63.785375989,-126.5361966731624,0.4505225082302088,32.737568163,-125.5106212554812,0.45179195877687817
18,59.646652249,-126.20861251882073,0.4484386968151649,57.630937552000006,-126.76071167154267,0.44999042990271754,59.47619996200001,-125.90455641786586,0.45372582444306275,31.922710789,-124.68590162013656,0.4420309063913662
19,77.93654962900001,-125.44050954495148,0.44901804651573185,61.27946604,-125.77331882007853,0.44578246150770134,59.412775413000006,-125.18361926843546,0.4491409947084183,32.982116467,-124.91189312981416,0.43559873282728
20,54.095937882,-124.82055442033841,0.45036391548212684,44.920355299,-126.66783829345607,0.4490680925893591,56.172017255,-127.12523390183702,0.44992332151305786,31.675251543,-124.7736004319869,0.44729852298382156
21,41.114330661,-126.40222327953674,0.4540136988384244,39.304587160000004,-124.95738265126005,0.44583852761445986,40.363621,-125.20000300646278,0.44880115715568136,37.593362465,-124.6057783992155,0.44647497418066046
22,71.636793706,-125.44809496061187,0.44981664003088595,65.191002908,-125.84579234183778,0.4445797592803693,59.086044748999996,-126.83424905162991,0.4442238938235128,34.084341914,-124.88793462009599,0.4392326359212553
23,73.26495858300001,-125.91041125069482,0.4504786163801118,57.394306163,-124.4769252864396,0.4393908395028434,73.187437747,-124.78490209841195,0.4466632271276769,37.127168332,-124.80342108018976,0.4509198857039719
24,78.574323004,-123.37149156348293,0.44879333525583887,62.328220293,-125.72130372474072,0.45828765224410073,56.076600834000004,-125.72391465896334,0.4502077399680715,38.238708581000004,-125.09796201058529,0.4551292271978526
25,58.636964613,-126.42050276173666,0.44477901174399187,62.13975832799999,-125.5567369003427,0.45021103470045376,59.50309004099999,-126.66830280843492,0.4502940864705009,35.249787745,-124.33135496390842,0.4556650413325316
26,88.60302396099999,-126.60072394477332,0.4544190746039026,57.298453126000005,-127.03057399465868,0.4514296350559157,63.10086996,-125.84299202818819,0.4445513820086058,41.71185388,-124.82720923994924,0.4481852699981348
27,60.627771834,-126.60316636299513,0.451647611949191,51.398368046,-125.91708666591647,0.4566115200047022,56.227841881,-125.10988400341327,0.45470516265438027,38.527186917,-124.90328880305859,0.4588719323902165
28,55.819994455,-126.12595386421398,0.4530830843035536,55.69079762799999,-125.2434026510522,0.4493323718790473,58.530402411,-125.38014822032208,0.449230986495789,42.468000085,-125.17680901451072,0.4461571248046659
29,71.696787469,-126.02898751211869,0.45356109413864165,53.635748168999996,-126.7094424927643,0.4503333928106158,64.243556329,-126.00846290237375,0.4502099476313487,38.516077293,-125.0749656936339,0.44998332370750044
30,64.197524128,-124.44914319181805,0.4562878858263966,51.391875340999995,-127.32108231696314,0.45083357423870524,57.367352589000006,-125.43543769350946,0.4539244654373439,39.070055081999996,-124.30841960916425,0.44535541448619376
31,58.47779054899999,-126.4778322329635,0.44964763999259055,54.955388879,-125.9239091061656,0.45598467936816367,56.990263717000005,-125.33261880969216,0.4600790346950145,38.465306534,-124.85886364296405,0.4397720953291241
32,76.755418588,-126.51575856130209,0.44758615800202656,52.040756547,-125.60235262169036,0.4596085616462254,67.488853831,-125.18489991007131,0.44848376038264276,36.828501255000006,-125.14846748935061,0.4458546358536306
33,64.16904392699999,-124.9717721379206,0.44535548686834575,52.080547214000006,-125.33273449620934,0.4526222604389635,55.31512311099999,-125.90482705967284,0.45007187809999716,34.815304317,-124.167072490934,0.4424908186575083
34,53.635871376999994,-126.41002094613425,0.4478544116420669,59.863042202,-126.35510210539513,0.44377320340155235,60.22618525300001,-124.88839436728571,0.4469532097089923,32.421870015,-125.0142950863837,0.4489927540323153
35,81.841452087,-126.93014475155552,0.45049580960538227,50.903404663,-124.93667797931826,0.4576739097124103,57.40592625400001,-126.14463321356156,0.44870549218613986,32.312698614,-124.97998604274515,0.4493491907001846
36,66.64064674800001,-124.6858313521974,0.4476682328143531,64.128283997,-127.18855191726277,0.44172339678022976,62.239818666999994,-125.69386995888564,0.4530280948394345,33.263012139,-125.16108001727635,0.44652883470746324
37,53.121856089000005,-125.55760601450402,0.4488539830535293,57.145188004999994,-125.18025654585583,0.456556321463942,61.360216750000006,-124.79430020678822,0.44795405054580717,33.182767004,-124.85644178912986,0.45278567501897976
38,75.82330172,-125.9592110605436,0.450396050661676,55.472377674,-125.32213381471473,0.4558189766121614,57.30128788,-125.96430471390546,0.4608118101719645,31.732477772,-125.30024377472758,0.45846376646693693
39,69.52591987900001,-127.19826847292806,0.4573291133758985,52.28457275699999,-125.84748296549093,0.449774634801266,57.716654929,-126.89317217354241,0.4539192085138535,31.790964149,-124.63628492211797,0.4470556798465777
40,46.682262081,-125.30418187140347,0.45652399528130577,53.502715716,-125.69310451760016,0.4556705596969328,55.371465580000006,-126.96295425757856,0.4521220761405662,32.410659826,-124.6919735760142,0.4489613819188129
41,39.018411537999995,-125.40918305764315,0.4507714545314919,42.959568915999995,-125.8688212457393,0.4473338923554181,38.284274362999994,-126.25209197571655,0.44693100330719326,38.815326252,-124.7118001376806,0.44060866708163443
42,68.324155792,-126.72818249787947,0.44746259787737114,67.030533121,-127.02507698229965,0.45211074164428183,53.794156253000004,-125.90365889174146,0.4397763877324902,35.516135954,-124.27579713270151,0.46063516826035483
43,80.02784858,-125.75187647710678,0.4491252405292629,60.41775186999999,-125.60121271721181,0.4485695047027628,75.00333429,-126.62226900062954,0.4486317940483495,37.361320956,-124.25927708102705,0.44043400490782936
44,78.96814345499999,-126.33899725731465,0.4526900631781563,60.56598263100001,-126.70786392756877,0.4580821479610464,58.191431329,-125.09462038682986,0.444209926423075,37.936324338,-125.39908099084087,0.44906796469901705
45,61.41618732100001,-126.1256747319571,0.45112524591195574,62.86492833300001,-125.12699322485643,0.44100014763477086,64.40937942400001,-126.94195148037284,0.45150642466658963,35.588484086,-125.16691065343925,0.4513307932992984
46,60.689260708000006,-127.26601079559532,0.4514060644734259,59.990305499,-125.93866377679977,0.4428808565577494,59.584166466999996,-126.95809088201023,0.4472482368173021,38.923889333,-125.44207643156335,0.44140207369058215
47,63.268274291,-125.57629398829656,0.4462534755484626,53.06240791500001,-125.30121405919208,0.4452540801935504,59.639644991000004,-125.54614648625395,0.4476754917962563,38.359401459,-124.94242477733611,0.4434693523128347
48,54.772038083,-125.37011505374983,0.451930226074325,57.57510675200001,-126.5223637348917,0.441908866734504,60.62556758299999,-125.0595259043405,0.44991059276293893,39.774361461,-125.48729282228432,0.45095388768098255
49,57.544904207,-126.98591522125805,0.4419129707706498,53.26482725300001,-128.58522144339767,0.45960824724523375,64.023481917,-125.90542037742239,0.4528088506767567,40.799454623,-125.11617623125139,0.44488423025445234
